vehicle_number,total_violations,unique_hotspots,unique_junctions,first_seen,last_seen,vehicle_type_mode,approved_violations,active_days,repeat_violation_flag,chronic_offender_flag,approval_rate
FKN00GL15663,6,2,1,2024-01-03 20:46:46+00:00,2024-03-25 01:24:46+00:00,PASSENGER AUTO,4,3,1,1,0.6666666665555555
FKN00GL160313,6,2,2,2023-11-24 21:35:46+00:00,2023-12-29 20:46:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL161505,6,2,2,2023-11-25 01:11:46+00:00,2024-01-09 05:02:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL180510,6,2,1,2024-01-03 20:56:46+00:00,2024-01-17 21:09:46+00:00,FACTORY BUS,4,6,1,1,0.6666666665555555
FKN00GL25001,6,2,2,2023-12-03 05:20:46+00:00,2024-02-04 01:40:46+00:00,MOTOR CYCLE,4,5,1,1,0.6666666665555555
FKN00GL40046,6,2,1,2023-11-21 21:50:46+00:00,2024-04-01 22:00:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL4130,6,2,2,2023-12-06 04:32:46+00:00,2024-02-01 07:16:46+00:00,PASSENGER AUTO,4,5,1,1,0.6666666665555555
FKN00GL44793,6,2,2,2023-12-28 20:42:46+00:00,2024-02-21 20:51:46+00:00,GOODS AUTO,4,6,1,1,0.6666666665555555
FKN00GL46586,6,2,2,2024-01-11 03:39:46+00:00,2024-03-12 02:25:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL48330,6,2,1,2023-11-12 01:34:46+00:00,2024-02-14 22:35:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL10215,6,1,1,2023-12-04 01:25:46+00:00,2024-01-29 02:56:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL10227,6,1,1,2023-11-22 02:15:46+00:00,2024-02-18 05:34:46+00:00,MOTOR CYCLE,4,6,1,1,0.6666666665555555
FKN00GL102688,6,1,1,2023-11-28 22:15:46+00:00,2024-01-01 20:47:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL104849,6,1,1,2023-12-20 20:59:46+00:00,2024-01-24 21:43:46+00:00,SCOOTER,4,4,1,1,0.6666666665555555
FKN00GL105489,6,1,1,2023-11-13 22:07:46+00:00,2024-01-17 22:39:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL105659,6,1,1,2023-12-11 21:04:46+00:00,2024-01-15 22:59:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL109197,6,1,1,2023-11-29 20:36:46+00:00,2024-01-17 19:14:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL11020,6,1,1,2024-01-14 23:41:46+00:00,2024-01-26 22:33:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL110582,6,1,1,2023-11-12 05:30:46+00:00,2024-01-02 05:10:46+00:00,LGV,4,6,1,1,0.6666666665555555
FKN00GL111459,6,1,1,2023-12-02 02:32:46+00:00,2023-12-09 20:37:46+00:00,MOTOR CYCLE,4,4,1,1,0.6666666665555555
FKN00GL111662,6,1,1,2023-11-18 00:12:46+00:00,2024-01-04 00:50:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL112157,6,1,1,2023-11-12 05:16:46+00:00,2023-11-29 01:20:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL113632,6,1,1,2023-11-11 03:30:46+00:00,2023-11-18 04:55:46+00:00,MOTOR CYCLE,4,5,1,1,0.6666666665555555
FKN00GL116445,6,1,1,2023-11-18 06:20:46+00:00,2023-12-15 01:07:46+00:00,LGV,4,6,1,1,0.6666666665555555
FKN00GL118931,6,1,1,2023-11-14 00:56:46+00:00,2023-12-07 04:25:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL122402,6,1,1,2023-11-11 02:05:46+00:00,2023-11-17 02:16:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL1291,6,1,1,2023-11-18 06:19:46+00:00,2024-03-15 03:40:46+00:00,MOTOR CYCLE,4,6,1,1,0.6666666665555555
FKN00GL130712,6,1,1,2023-11-15 04:24:46+00:00,2024-01-02 05:07:46+00:00,MOTOR CYCLE,4,6,1,1,0.6666666665555555
FKN00GL130834,6,1,1,2023-11-15 00:23:46+00:00,2023-12-19 02:11:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL132616,6,1,1,2023-11-17 00:29:46+00:00,2024-01-14 06:08:46+00:00,MOTOR CYCLE,4,5,1,1,0.6666666665555555
FKN00GL13466,6,1,1,2023-11-18 02:50:46+00:00,2024-01-26 02:59:46+00:00,MOTOR CYCLE,4,6,1,1,0.6666666665555555
FKN00GL140372,6,1,1,2023-12-13 22:23:46+00:00,2024-01-07 23:05:46+00:00,CAR,4,5,1,1,0.6666666665555555
FKN00GL145156,6,1,1,2023-11-21 22:49:46+00:00,2023-12-21 19:54:46+00:00,SCOOTER,4,4,1,1,0.6666666665555555
FKN00GL14693,6,1,1,2023-11-17 22:25:46+00:00,2024-01-23 22:49:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL14947,6,1,1,2023-11-10 23:56:46+00:00,2024-02-12 04:44:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL14984,6,1,1,2023-12-14 04:29:46+00:00,2024-01-30 04:43:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL1499,6,1,1,2023-11-19 06:13:46+00:00,2024-03-28 05:19:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL150642,6,1,1,2023-12-15 03:50:46+00:00,2024-01-16 05:12:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL154128,6,1,1,2023-12-13 04:40:46+00:00,2024-01-23 04:27:46+00:00,MAXI-CAB,4,5,1,1,0.6666666665555555
FKN00GL16461,6,1,1,2023-12-01 22:10:46+00:00,2024-04-03 05:15:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL16613,6,1,1,2023-12-30 22:23:46+00:00,2024-04-05 01:53:46+00:00,MOTOR CYCLE,4,5,1,1,0.6666666665555555
FKN00GL16635,6,1,1,2023-11-30 05:38:46+00:00,2024-01-19 23:58:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL17060,6,1,1,2023-12-25 23:21:46+00:00,2024-01-17 02:50:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL17117,6,1,1,2023-11-17 03:33:46+00:00,2024-01-13 06:06:46+00:00,MOTOR CYCLE,4,4,1,1,0.6666666665555555
FKN00GL17177,6,1,1,2024-01-13 01:29:46+00:00,2024-01-20 09:48:46+00:00,SCOOTER,4,3,1,1,0.6666666665555555
FKN00GL18328,6,1,1,2023-11-14 06:35:46+00:00,2024-01-11 07:24:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL22454,6,1,1,2024-01-04 00:29:46+00:00,2024-02-28 22:37:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL2538,6,1,1,2023-11-11 08:09:46+00:00,2024-04-03 02:25:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL27380,6,1,1,2023-11-12 04:05:46+00:00,2024-03-18 05:18:46+00:00,MOTOR CYCLE,4,6,1,1,0.6666666665555555
FKN00GL28954,6,1,1,2023-12-23 23:23:46+00:00,2024-02-10 23:15:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL32903,6,1,1,2023-11-12 00:51:46+00:00,2024-02-11 05:52:46+00:00,PASSENGER AUTO,4,6,1,1,0.6666666665555555
FKN00GL3433,6,1,1,2023-11-30 03:09:46+00:00,2024-02-11 05:12:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL36506,6,1,1,2023-11-22 23:03:46+00:00,2024-03-04 23:41:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL4125,6,1,1,2023-11-25 04:46:46+00:00,2024-03-06 05:22:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL43466,6,1,1,2023-12-06 22:03:46+00:00,2024-02-20 21:50:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL48498,6,1,1,2023-12-15 08:51:46+00:00,2024-02-15 02:56:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL5702,6,1,1,2023-12-11 23:46:46+00:00,2024-02-02 00:47:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL5950,6,1,1,2023-12-01 01:36:46+00:00,2024-02-15 04:05:46+00:00,CAR,4,5,1,1,0.6666666665555555
FKN00GL6051,6,1,1,2023-12-02 04:51:46+00:00,2024-02-02 03:53:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL64008,6,1,1,2023-12-13 22:51:46+00:00,2024-04-06 05:04:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL6509,6,1,1,2023-11-15 05:18:46+00:00,2024-02-02 05:33:46+00:00,MOTOR CYCLE,4,3,1,1,0.6666666665555555
FKN00GL68107,6,1,1,2023-11-14 06:55:46+00:00,2024-02-28 23:26:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL68329,6,1,1,2023-11-15 23:47:46+00:00,2024-02-29 02:17:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL7089,6,1,1,2023-11-13 22:00:46+00:00,2024-03-29 00:12:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL71646,6,1,1,2023-12-28 00:30:46+00:00,2024-03-02 00:14:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL73847,6,1,1,2023-12-15 07:03:46+00:00,2024-03-20 03:59:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL87213,6,1,1,2023-11-12 05:24:46+00:00,2024-03-11 22:37:46+00:00,SCOOTER,4,6,1,1,0.6666666665555555
FKN00GL89029,6,1,1,2023-12-02 05:30:46+00:00,2024-03-13 07:08:46+00:00,SCOOTER,4,5,1,1,0.6666666665555555
FKN00GL90246,6,1,1,2023-11-26 00:19:46+00:00,2024-03-14 02:28:46+00:00,CAR,4,5,1,1,0.6666666665555555
FKN00GL95885,6,1,1,2023-12-11 22:01:46+00:00,2024-01-18 06:33:46+00:00,CAR,4,6,1,1,0.6666666665555555
FKN00GL9586,6,6,6,2024-01-10 02:11:46+00:00,2024-04-05 06:06:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL1283,6,4,2,2023-11-20 06:37:46+00:00,2024-03-15 03:13:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL19157,6,4,4,2024-01-09 23:43:46+00:00,2024-03-19 03:56:46+00:00,LGV,3,6,1,1,0.49999999991666666
FKN00GL94217,6,4,4,2023-11-18 05:16:46+00:00,2024-03-24 01:08:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL0405,6,3,3,2023-11-12 22:46:46+00:00,2024-02-05 22:20:46+00:00,TEMPO,3,6,1,1,0.49999999991666666
FKN00GL102035,6,3,3,2023-11-14 21:05:46+00:00,2024-01-22 21:16:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL12164,6,3,3,2023-11-21 01:20:46+00:00,2024-03-27 03:51:46+00:00,LGV,3,5,1,1,0.49999999991666666
FKN00GL28478,6,3,3,2024-01-05 19:47:46+00:00,2024-02-08 21:43:46+00:00,CAR,3,5,1,1,0.49999999991666666
FKN00GL39041,6,3,3,2023-12-09 05:38:46+00:00,2024-03-16 04:24:46+00:00,CAR,3,5,1,1,0.49999999991666666
FKN00GL4081,6,3,3,2023-11-11 05:59:46+00:00,2024-03-03 03:16:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL50844,6,3,2,2023-12-07 23:01:46+00:00,2024-04-04 02:41:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL58575,6,3,3,2024-01-03 19:26:46+00:00,2024-03-18 05:47:46+00:00,CAR,3,4,1,1,0.49999999991666666
FKN00GL6939,6,3,3,2023-12-06 21:18:46+00:00,2024-02-08 21:13:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL9152,6,3,3,2023-12-06 05:17:46+00:00,2024-02-24 05:48:46+00:00,CAR,3,5,1,1,0.49999999991666666
FKN00GL0274,6,2,2,2023-11-21 22:51:46+00:00,2023-12-26 22:19:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL107059,6,2,2,2023-12-25 23:26:46+00:00,2024-03-22 03:26:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL116560,6,2,2,2023-11-14 19:54:46+00:00,2024-01-25 20:20:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL12650,6,2,2,2023-11-15 08:21:46+00:00,2024-03-27 02:13:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL1314,6,2,2,2023-12-31 03:00:46+00:00,2024-03-22 08:53:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL1327,6,2,1,2023-11-29 07:02:46+00:00,2024-02-10 20:43:46+00:00,MAXI-CAB,3,5,1,1,0.49999999991666666
FKN00GL14742,6,2,2,2023-11-28 00:07:46+00:00,2024-04-06 02:37:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL15266,6,2,2,2023-11-14 00:49:46+00:00,2024-03-05 00:24:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL15425,6,2,2,2023-11-10 05:35:46+00:00,2024-01-22 23:00:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL154665,6,2,2,2023-12-16 04:47:46+00:00,2024-01-12 03:58:46+00:00,CAR,3,5,1,1,0.49999999991666666
FKN00GL19494,6,2,2,2023-11-22 04:29:46+00:00,2024-02-16 06:01:46+00:00,GOODS AUTO,3,6,1,1,0.49999999991666666
FKN00GL21458,6,2,2,2023-11-29 00:53:46+00:00,2024-02-06 03:31:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL21948,6,2,2,2023-11-17 03:40:46+00:00,2024-02-12 23:05:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL2255,6,2,2,2024-01-24 02:28:46+00:00,2024-04-08 04:35:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL2403,6,2,2,2024-01-20 22:35:46+00:00,2024-03-18 21:28:46+00:00,GOODS AUTO,3,6,1,1,0.49999999991666666
FKN00GL25359,6,2,2,2023-12-05 23:08:46+00:00,2024-04-03 23:09:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL26296,6,2,1,2023-12-19 00:43:46+00:00,2024-02-08 19:47:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL2642,6,2,2,2023-11-21 22:05:46+00:00,2023-12-25 21:03:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL2871,6,2,2,2023-12-26 03:56:46+00:00,2024-04-06 04:28:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL31951,6,2,2,2023-11-17 00:01:46+00:00,2024-02-27 05:25:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL33264,6,2,2,2023-11-21 20:19:46+00:00,2024-02-11 00:56:46+00:00,SCOOTER,3,4,1,1,0.49999999991666666
FKN00GL3757,6,2,2,2023-11-12 07:00:46+00:00,2024-03-28 03:17:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL41147,6,2,2,2023-12-01 06:12:46+00:00,2024-04-03 03:00:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL47103,6,2,2,2023-12-25 23:49:46+00:00,2024-03-10 18:35:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL52440,6,2,2,2023-11-28 19:43:46+00:00,2024-04-07 20:16:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL6462,6,2,2,2023-11-14 01:48:46+00:00,2024-02-15 05:13:46+00:00,CAR,3,4,1,1,0.49999999991666666
FKN00GL66941,6,2,2,2023-11-22 04:09:46+00:00,2024-03-27 06:28:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL70982,6,2,2,2023-12-03 04:14:46+00:00,2024-04-07 03:52:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL7138,6,2,2,2023-11-10 21:10:46+00:00,2024-03-21 23:24:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL76790,6,2,2,2023-11-24 05:00:46+00:00,2024-03-05 01:00:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL82927,6,2,2,2023-11-10 21:34:46+00:00,2024-03-22 20:12:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL83146,6,2,2,2023-11-27 05:42:46+00:00,2024-03-28 05:48:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL85379,6,2,2,2023-11-16 00:14:46+00:00,2024-01-16 23:23:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL8662,6,2,2,2023-12-12 03:57:46+00:00,2024-03-27 04:07:46+00:00,LGV,3,6,1,1,0.49999999991666666
FKN00GL8772,6,2,2,2023-12-17 21:45:46+00:00,2024-02-03 22:23:46+00:00,MAXI-CAB,3,6,1,1,0.49999999991666666
FKN00GL90903,6,2,2,2023-11-28 20:40:46+00:00,2024-01-01 20:55:46+00:00,MOTOR CYCLE,3,5,1,1,0.49999999991666666
FKN00GL92784,6,2,1,2023-12-03 01:46:46+00:00,2024-03-23 05:28:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL9459,6,2,2,2023-11-12 04:07:46+00:00,2024-03-28 04:17:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL0391,6,1,1,2023-12-08 23:55:46+00:00,2024-03-22 22:24:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL0407,6,1,1,2023-11-30 00:53:46+00:00,2024-01-08 22:38:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL0916,6,1,1,2023-11-17 06:53:46+00:00,2024-03-29 23:45:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL10005,6,1,1,2023-12-13 22:40:46+00:00,2024-02-23 02:27:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL102571,6,1,1,2023-11-15 04:58:46+00:00,2023-12-01 05:22:46+00:00,CAR,3,4,1,1,0.49999999991666666
FKN00GL103915,6,1,1,2023-11-28 23:52:46+00:00,2024-01-13 07:49:46+00:00,MOTOR CYCLE,3,4,1,1,0.49999999991666666
FKN00GL104490,6,1,1,2023-11-25 07:19:46+00:00,2024-01-07 05:24:46+00:00,CAR,3,5,1,1,0.49999999991666666
FKN00GL104765,6,1,1,2023-11-22 21:06:46+00:00,2023-12-31 05:56:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL105104,6,1,1,2023-11-21 21:14:46+00:00,2024-01-20 00:03:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL108701,6,1,1,2023-11-21 21:14:46+00:00,2024-03-06 21:04:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL110531,6,1,1,2023-11-28 00:19:46+00:00,2024-01-18 22:42:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL11349,6,1,1,2024-01-18 05:03:46+00:00,2024-03-17 23:59:46+00:00,SCOOTER,3,4,1,1,0.49999999991666666
FKN00GL115183,6,1,1,2023-11-10 06:35:46+00:00,2024-01-14 23:18:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL116478,6,1,1,2023-12-03 05:16:46+00:00,2024-01-07 21:24:46+00:00,OTHERS,3,6,1,1,0.49999999991666666
FKN00GL11671,6,1,1,2023-12-08 00:13:46+00:00,2024-01-24 23:17:46+00:00,SCOOTER,3,4,1,1,0.49999999991666666
FKN00GL118646,6,1,1,2023-11-11 06:47:46+00:00,2024-03-05 06:13:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL11934,6,1,1,2023-11-23 04:09:46+00:00,2024-03-27 05:21:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL12068,6,1,1,2023-11-24 22:32:46+00:00,2024-01-29 23:48:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL122419,6,1,1,2023-11-11 03:19:46+00:00,2023-12-18 03:06:46+00:00,SCOOTER,3,4,1,1,0.49999999991666666
FKN00GL123581,6,1,1,2023-12-07 00:23:46+00:00,2024-01-13 07:44:46+00:00,MOTOR CYCLE,3,4,1,1,0.49999999991666666
FKN00GL124859,6,1,1,2023-12-06 22:04:46+00:00,2023-12-27 21:41:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL129046,6,1,1,2023-11-11 09:04:46+00:00,2024-03-26 02:53:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL135604,6,1,1,2023-11-15 04:55:46+00:00,2024-01-14 05:50:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL141658,6,1,1,2023-12-09 05:31:46+00:00,2024-01-02 22:23:46+00:00,LGV,3,6,1,1,0.49999999991666666
FKN00GL147127,6,1,1,2023-11-21 22:17:46+00:00,2024-01-04 22:11:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL15503,6,1,1,2023-11-25 03:42:46+00:00,2024-02-27 06:25:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL15575,6,1,1,2023-11-20 23:59:46+00:00,2024-01-22 21:02:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL16302,6,1,1,2024-01-20 05:32:46+00:00,2024-04-04 22:59:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL16632,6,1,1,2023-11-21 03:30:46+00:00,2024-03-27 04:40:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL17431,6,1,1,2024-01-08 23:39:46+00:00,2024-01-15 02:49:46+00:00,SCOOTER,3,4,1,1,0.49999999991666666
FKN00GL17571,6,1,1,2023-11-17 20:53:46+00:00,2024-03-12 03:20:46+00:00,VAN,3,5,1,1,0.49999999991666666
FKN00GL18699,6,1,1,2024-01-10 19:47:46+00:00,2024-04-07 21:59:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL18773,6,1,1,2023-11-17 05:09:46+00:00,2024-03-12 23:11:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL18774,6,1,1,2024-01-09 20:53:46+00:00,2024-03-03 23:18:46+00:00,MOTOR CYCLE,3,5,1,1,0.49999999991666666
FKN00GL18971,6,1,1,2023-11-21 04:05:46+00:00,2024-01-10 04:15:46+00:00,MOTOR CYCLE,3,5,1,1,0.49999999991666666
FKN00GL19158,6,1,1,2023-12-06 01:38:46+00:00,2024-03-14 23:21:46+00:00,GOODS AUTO,3,6,1,1,0.49999999991666666
FKN00GL20794,6,1,1,2023-11-15 00:57:46+00:00,2024-02-05 23:14:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL20905,6,1,1,2024-01-11 22:28:46+00:00,2024-03-01 21:51:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL24017,6,1,1,2023-11-14 01:48:46+00:00,2024-02-07 03:38:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL2419,6,1,1,2023-12-01 00:22:46+00:00,2024-03-15 21:15:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL24876,6,1,1,2023-12-01 03:40:46+00:00,2024-02-20 04:08:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL32677,6,1,1,2023-12-18 02:41:46+00:00,2024-02-11 05:12:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL33806,6,1,1,2023-12-10 21:38:46+00:00,2024-03-30 21:13:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL34255,6,1,1,2023-11-14 05:01:46+00:00,2024-03-25 23:30:46+00:00,PASSENGER AUTO,3,4,1,1,0.49999999991666666
FKN00GL35366,6,1,1,2023-11-15 23:38:46+00:00,2024-02-13 00:46:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL3628,6,1,1,2023-11-29 05:01:46+00:00,2024-02-13 05:17:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL37204,6,1,1,2024-01-07 09:08:46+00:00,2024-04-01 23:18:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL37425,6,1,1,2023-11-15 23:11:46+00:00,2024-03-02 00:30:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL40748,6,1,1,2023-11-16 00:04:46+00:00,2024-02-16 03:17:46+00:00,SCOOTER,3,4,1,1,0.49999999991666666
FKN00GL42301,6,1,1,2023-12-08 03:50:46+00:00,2024-04-03 01:24:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL4291,6,1,1,2023-11-18 04:53:46+00:00,2024-02-01 04:34:46+00:00,MAXI-CAB,3,5,1,1,0.49999999991666666
FKN00GL4629,6,1,1,2023-12-14 01:17:46+00:00,2024-03-31 00:04:46+00:00,PASSENGER AUTO,3,6,1,1,0.49999999991666666
FKN00GL4645,6,1,1,2023-11-16 19:22:46+00:00,2024-03-10 18:40:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL4648,6,1,1,2023-12-08 05:20:46+00:00,2024-03-28 02:56:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL47779,6,1,1,2023-11-19 07:44:46+00:00,2024-03-02 06:16:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL49618,6,1,1,2023-11-30 23:01:46+00:00,2024-03-06 19:08:46+00:00,CAR,3,5,1,1,0.49999999991666666
FKN00GL49961,6,1,1,2023-11-14 05:23:46+00:00,2024-04-07 05:32:46+00:00,VAN,3,5,1,1,0.49999999991666666
FKN00GL5055,6,1,1,2023-11-28 21:11:46+00:00,2024-03-28 03:47:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL52054,6,1,1,2024-01-12 04:13:46+00:00,2024-03-27 03:10:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL53307,6,1,1,2023-11-12 20:59:46+00:00,2024-04-04 20:06:46+00:00,CAR,3,5,1,1,0.49999999991666666
FKN00GL55902,6,1,1,2023-12-28 00:11:46+00:00,2024-02-21 23:08:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL5720,6,1,1,2024-01-10 03:47:46+00:00,2024-03-03 05:05:46+00:00,MOTOR CYCLE,3,6,1,1,0.49999999991666666
FKN00GL60885,6,1,1,2023-11-17 22:56:46+00:00,2024-03-22 03:58:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL6114,6,1,1,2023-12-14 19:13:46+00:00,2024-03-10 19:08:46+00:00,GOODS AUTO,3,6,1,1,0.49999999991666666
FKN00GL66304,6,1,1,2024-01-11 20:04:46+00:00,2024-03-02 21:46:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL68628,6,1,1,2023-12-13 22:35:46+00:00,2024-03-01 23:55:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL71520,6,1,1,2023-11-15 23:21:46+00:00,2024-03-01 23:26:46+00:00,SCOOTER,3,4,1,1,0.49999999991666666
