stage5_rank,st_dbscan_cluster_id,cluster_label,records_total,lambda_hr_peak_window,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,road_class,lane_count,carriageway_width_m,link_length_m,base_capacity_pcu_hr,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_time_min,delay_minutes_per_vehicle,junction_degree,betweenness_centrality,criticality_factor,growth_pct_change,growth_multiplier,vehicle_width_avg_m,dominant_vehicle_type,unique_vehicles,unique_vehicle_types,geometry_source,centroid_lat,centroid_lon
370,126,POLICE_STATION::HAL Old Airport (Cluster 126),15,0.4,94.4,0.635593220338983,0.6293333323431823,road,2,7.0,250.0,3199.999999542857,3188.6763149924795,0.0035386514228098465,0.49999999999998335,0.0014965880726623873,4,0.0,1.0,0.0,1.0,1.6400000000000001,PASSENGER AUTO,15,3,fallback,12.932534054637587,77.68827450195242
371,125,POLICE_STATION::HSR Layout (Cluster 125),54,0.5142857142857142,94.4,0.635593220338983,0.8091428558698057,road,2,7.0,250.0,3199.999999542857,3188.6894667747683,0.0035345414908440898,0.49999999999998335,0.0014948402505666218,4,0.0,1.0,0.3478260869413989,1.347826086941399,1.274074074074074,MOTOR CYCLE,54,4,fallback,12.912521224074075,77.63509509074073
372,43,JUNCTION::BTP205 - Modi Hospital Junction (Cluster 43),37,0.45,94.4,0.635593220338983,0.7079999988860801,road,2,7.0,250.0,3199.999999542857,3188.747227980765,0.003516491113967568,0.49999999999998335,0.0014871642711788218,4,0.0,1.0,-0.1499999999925,1.0,1.4486486486486487,CAR,36,6,fallback,12.997741502683738,77.54433665404233
373,464,POLICE_STATION::Jeevanbheemanagar (Cluster 464),69,0.6909090909090909,94.4,0.635593220338983,1.0870303013200422,road,2,7.0,250.0,3199.999999542857,3188.7651025187592,0.003510905320843527,0.49999999999998335,0.0014847889830250777,4,0.0,1.0,-0.1842105263060942,1.0,0.9420289855072463,SCOOTER,65,4,fallback,12.978101343478261,77.63954483188405
374,193,POLICE_STATION::Rajajinagar (Cluster 193),15,0.35,94.4,0.635593220338983,0.5506666658002844,road,2,7.0,250.0,3199.999999542857,3188.9237328967815,0.0034613333277044855,0.49999999999998335,0.0014637109375779335,4,0.0,1.0,12.999999986999999,13.999999986999999,1.8333333333333333,CAR,13,4,fallback,13.008779120000002,77.52696582666665
375,373,JUNCTION::BTP054 - Shivananda Circle (Cluster 373),16,0.35,94.4,0.635593220338983,0.5506666658002844,road,2,7.0,250.0,3199.999999542857,3188.936319563425,0.0034573999943777745,0.49999999999998335,0.001462038621632429,4,0.0,1.0,-0.9333333332711111,1.0,1.8312499999999998,CAR,16,3,fallback,12.98728115,77.580185875
376,268,JUNCTION::BTP017 - Attiguppe Circle (Cluster 268),69,6.9,10.0,5.9999999994,1.1499999999233335,road,2,7.0,250.0,3199.999999542857,3189.0102852610153,0.003434285713877605,0.49999999999998335,0.0014522116529924706,4,0.0,1.0,0.0,1.0,0.8710144927536232,SCOOTER,68,4,fallback,12.960892034782608,77.52797763188406
377,487,POLICE_STATION::Jeevanbheemanagar (Cluster 487),19,0.3333333333333333,94.4,0.635593220338983,0.5244444436193185,road,2,7.0,250.0,3199.999999542857,3189.067580515562,0.0034163809468291673,0.49999999999998335,0.0014445999824993247,4,0.0,1.0,0.0,1.0,1.9000000000000001,CAR,18,1,fallback,12.970372742105264,77.64691428421054
378,605,POLICE_STATION::Kodigehalli (Cluster 605),41,0.4857142857142857,94.4,0.635593220338983,0.7641904749881498,road,2,7.0,250.0,3199.999999542857,3189.202707059196,0.0033741539019375155,0.49999999999998335,0.0014266501204095775,4,0.0,1.0,1.7272727271157025,2.7272727271157025,1.2878048780487805,CAR,40,6,fallback,13.071513987804877,77.59261327317073
379,729,POLICE_STATION::Banaswadi (Cluster 729),24,0.3333333333333333,94.4,0.635593220338983,0.5244444436193185,road,2,7.0,250.0,3199.999999542857,3189.211428134342,0.003371428565954071,0.49999999999998335,0.0014254917167586727,4,0.0,1.0,0.0,1.0,1.875,CAR,23,3,fallback,12.9797819375,77.65264607499999
380,362,POLICE_STATION::Basavanagudi (Cluster 362),46,0.6,71.16666666666667,0.8430913348827668,0.711666665832551,road,2,7.0,250.0,3199.999999542857,3189.221564775961,0.0033682608654477253,0.49999999999998335,0.0014241452985534113,4,0.0,1.0,0.0,1.0,1.3804347826086956,CAR,40,4,fallback,12.940289528260871,77.5664639521739
381,207,POLICE_STATION::Jeevanbheemanagar (Cluster 207),23,0.4,94.4,0.635593220338983,0.6293333323431823,road,2,7.0,250.0,3199.999999542857,3189.2527061466876,0.003358529187094228,0.49999999999998335,0.0014200089718019154,4,0.0,1.0,-0.46666666663555556,1.0,1.5565217391304347,CAR,23,4,fallback,12.970463913043478,77.64607909130436
382,716,POLICE_STATION::Shivajinagar (Cluster 716),22,1.2,26.0,2.3076923076035505,0.5199999997946666,road,2,7.0,250.0,3199.999999542857,3189.315822926752,0.0033388051933213037,0.49999999999998335,0.0014116259243247085,4,0.0,1.0,0.0,1.0,1.8727272727272726,CAR,21,2,fallback,12.980201672727274,77.61373225909091
383,225,POLICE_STATION::Yeshwanthpura (Cluster 225),36,0.38,94.4,0.635593220338983,0.5978666657260232,road,2,7.0,250.0,3199.999999542857,3189.3955530863805,0.00331388951843381,0.49999999999998335,0.0014010370600953449,4,0.0,1.0,0.117647058816609,1.117647058816609,1.6166666666666665,CAR,36,6,fallback,13.030554058333333,77.53652511944443
384,428,POLICE_STATION::Bellandur (Cluster 428),21,0.44,94.4,0.635593220338983,0.6922666655775005,road,2,7.0,250.0,3199.999999542857,3189.402950963918,0.003311577681702982,0.49999999999998335,0.0014000545989679637,4,0.0,1.0,0.3333333332962963,1.3333333332962962,1.3952380952380952,CAR,21,4,fallback,12.921056523809526,77.66524861428572
385,187,"JUNCTION::BTP022 - Marenahalli Junction, Vijayanagar (Cluster 187)",18,0.65,94.4,0.635593220338983,1.0226666650576712,road,2,7.0,250.0,3199.999999542857,3189.4032249593824,0.0033114920581203133,0.49999999999998335,0.0014000182116553207,4,0.0,1.0,3.9999999986666666,4.999999998666667,0.9444444444444444,SCOOTER,18,4,fallback,12.96874915,77.53645142777778
386,445,POLICE_STATION::Jeevanbheemanagar (Cluster 445),15,0.5333333333333333,94.4,0.635593220338983,0.8391111097909097,road,2,7.0,250.0,3199.999999542857,3189.443502292641,0.0032989053914752597,0.49999999999998335,0.0013946693827917292,4,0.0,1.0,0.0,1.0,1.1466666666666667,PASSENGER AUTO,15,3,fallback,12.978168133333334,77.63922989999999
387,611,POLICE_STATION::Yelahanka (Cluster 611),19,0.55,94.4,0.635593220338983,0.8653333319718757,road,2,7.0,250.0,3199.999999542857,3189.5066942992066,0.0032791578894206808,0.49999999999998335,0.0013862779105646068,4,0.0,1.0,-0.41666666663194446,1.0,1.105263157894737,SCOOTER,19,4,fallback,13.099669847368421,77.58883381052631
388,483,JUNCTION::BTP009 - Prakash Nagar Junction (Cluster 483),55,4.6,11.0,5.454545454049587,0.8433333332553888,road,2,7.0,250.0,3199.999999542857,3189.6034738325025,0.0032489142852614172,0.49999999999998335,0.0013734272468470797,4,0.0,1.0,0.0,1.0,1.1236363636363638,SCOOTER,54,5,fallback,12.9926327,77.55824976727271
389,106,POLICE_STATION::HSR Layout (Cluster 106),85,0.36666666666666664,94.4,0.635593220338983,0.5768888879812504,road,2,7.0,250.0,3199.999999542857,3189.664632749746,0.003229802123620118,0.49999999999998335,0.0013653070178701067,4,0.0,1.0,1.1481481481056242,2.148148148105624,1.6329411764705881,CAR,83,7,fallback,12.90651588117647,77.63118375294118
390,777,JUNCTION::BTP052 - CID Carlton House Junction (Cluster 777),28,0.4,94.4,0.635593220338983,0.6293333323431823,road,2,7.0,250.0,3199.999999542857,3189.7416093578463,0.0032057469335853295,0.49999999999998335,0.0013550873232737175,4,0.0,1.0,0.0,1.0,1.4857142857142858,CAR,28,3,fallback,12.981566042857143,77.58812881071428
391,260,JUNCTION::BTP219 - Canara Bank Junction (Cluster 260),26,0.43333333333333335,94.4,0.635593220338983,0.6817777767051142,road,2,7.0,250.0,3199.999999542857,3189.8155881332186,0.003182628566278156,0.49999999999998335,0.0013452663569426713,4,0.0,1.0,-0.8181818181446281,1.0,1.3615384615384616,CAR,26,5,fallback,12.931014430769231,77.58375513846154
392,635,JUNCTION::BTP034 - LRDE Junction (Cluster 635),15,0.35,94.4,0.635593220338983,0.5506666658002844,road,2,7.0,250.0,3199.999999542857,3189.8501115617264,0.00317183999486792,0.49999999999998335,0.0013406834825139668,4,0.0,1.0,0.0,1.0,1.68,CAR,15,2,fallback,12.988852246666665,77.59220887333335
393,500,POLICE_STATION::Bellandur (Cluster 500),21,2.0,19.0,3.1578947366759005,0.6333333331661111,road,2,7.0,250.0,3199.999999542857,3189.8749383239337,0.0031640816316770293,0.49999999999998335,0.0013373879050991588,4,0.0,1.0,-0.9499999999525,1.0,1.457142857142857,CAR,20,3,fallback,12.912344233333334,77.68126265714285
394,633,POLICE_STATION::K.G. Halli (Cluster 633),24,0.3,94.4,0.635593220338983,0.47199999925738667,road,2,7.0,250.0,3199.999999542857,3189.9018967044867,0.0031556571377530096,0.49999999999998335,0.0013338094610240425,4,0.0,1.0,0.0,1.0,1.95,CAR,23,7,fallback,13.034813704166666,77.6246357875
395,422,POLICE_STATION::Kodigehalli (Cluster 422),31,0.13333333333333333,363.0,0.16528925619789178,0.8066666617885555,road,2,7.0,250.0,3199.999999542857,3189.9506429244716,0.003140423944005599,0.49999999999998335,0.0013273391478761368,4,0.0,1.0,-0.7083333333038194,1.0,1.135483870967742,SCOOTER,30,7,fallback,13.047656093548387,77.57644986129031
396,791,JUNCTION::BTP192 - Urvashi Theater (Cluster 791),16,0.36666666666666664,94.4,0.635593220338983,0.5768888879812504,road,2,7.0,250.0,3199.999999542857,3190.0313595613893,0.0031151999949652343,0.49999999999998335,0.0013166259304600032,4,0.0,1.0,-0.7692307691715976,1.0,1.575,CAR,16,3,fallback,12.9553596625,77.5856753875
397,523,JUNCTION::BTP047 - Vidhan Soudha Metro Station (Cluster 523),26,0.37142857142857144,94.4,0.635593220338983,0.5843809514615265,road,2,7.0,250.0,3199.999999542857,3190.037524459337,0.003113273464356303,0.49999999999998335,0.0013158077213707305,4,0.0,1.0,11.499999988499999,12.499999988499999,1.5538461538461539,CAR,26,5,fallback,12.980022926923077,77.59337310384616
398,254,"JUNCTION::BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 254)",38,0.56,55.0,1.0909090908892562,0.5133333328721111,road,2,7.0,250.0,3199.999999542857,3190.055073238844,0.0031077894707595144,0.49999999999998335,0.0013134786634507831,4,0.0,1.0,-0.6428571428341837,1.0,1.7657894736842104,CAR,34,5,fallback,12.998999518421053,77.54178999473685
399,75,POLICE_STATION::Sheshadripuram (Cluster 75),31,0.4666666666666667,94.4,0.635593220338983,0.734222221067046,road,2,7.0,250.0,3199.999999542857,3190.1255565504616,0.0030857634358759656,0.49999999999998335,0.0013041245856746742,4,0.0,1.0,13.49999999325,14.49999999325,1.2258064516129032,SCOOTER,28,6,fallback,12.989603558064516,77.57334065806451
400,429,POLICE_STATION::Banaswadi (Cluster 429),57,0.5,94.4,0.635593220338983,0.7866666654289779,road,2,7.0,250.0,3199.999999542857,3190.1577940473694,0.0030756892180907602,0.49999999999998335,0.0012998464537402044,4,0.0,1.0,0.5357142856760204,1.5357142856760204,1.1403508771929824,SCOOTER,57,8,fallback,12.993477219298246,77.66228104385965
401,47,POLICE_STATION::Hulimavu (Cluster 47),121,0.18823529411764706,174.0,0.3448275862049148,0.5458823513612547,road,2,7.0,250.0,3199.999999542857,3190.160041577065,0.0030749868650608025,0.49999999999998335,0.001299548196513639,4,0.0,1.0,-0.43859649122037553,1.0,1.6429752066115701,CAR,103,11,fallback,12.892124729808328,77.63798691754413
402,490,POLICE_STATION::Yelahanka (Cluster 490),70,0.32,94.4,0.635593220338983,0.5034666658745458,road,2,7.0,250.0,3199.999999542857,3190.2229645896045,0.0030553234236394555,0.49999999999998335,0.0012911982978779217,4,0.0,1.0,-0.47826086955482044,1.0,1.7699999999999998,CAR,68,9,fallback,13.121393784285715,77.61929078428571
403,364,JUNCTION::BTP135 - UCO Bank Junction (Cluster 364),106,1.3,34.0,1.7647058823010382,0.7366666662708888,road,2,7.0,250.0,3199.999999542857,3190.225008715322,0.0030546846343526557,0.49999999999998335,0.001290927050529455,4,0.0,1.0,0.9090909090495868,1.9090909090495867,1.2094339622641508,SCOOTER,104,5,fallback,12.935766726415093,77.61600658018868
404,264,JUNCTION::BTP109 - Dewan Madhava Rao Junction (Cluster 264),28,0.5,94.4,0.635593220338983,0.7866666654289779,road,2,7.0,250.0,3199.999999542857,3190.2286362957166,0.0030535510154792167,0.49999999999998335,0.0012904456863814511,4,0.0,1.0,-0.9230769230414201,1.0,1.1321428571428571,SCOOTER,25,4,fallback,12.940090817857143,77.57310853928571
405,211,POLICE_STATION::Adugodi (Cluster 211),17,0.4666666666666667,94.4,0.635593220338983,0.734222221067046,road,2,7.0,250.0,3199.999999542857,3190.2386693649255,0.003050415681350893,0.49999999999998335,0.001289114350607942,4,0.0,1.0,0.0,1.0,1.211764705882353,SCOOTER,17,3,fallback,12.932529623529412,77.63163385294118
406,95,POLICE_STATION::Shivajinagar (Cluster 95),167,0.9555555555555556,40.0,1.4999999999625002,0.6370370366282715,road,2,7.0,250.0,3199.999999542857,3190.2862582725193,0.003035544147725777,0.49999999999998335,0.0012827997295647826,4,0.0,1.0,0.42028985506637256,1.4202898550663725,1.389820359281437,CAR,149,8,fallback,12.989516321556886,77.5992666239521
407,335,JUNCTION::BTP048 - Shanthala Junction (Cluster 335),28,0.37142857142857144,94.4,0.635593220338983,0.5843809514615265,road,2,7.0,250.0,3199.999999542857,3190.2911659749007,0.003034010490731376,0.49999999999998335,0.001282148538209868,4,0.0,1.0,25.999999973999998,26.999999973999998,1.5142857142857142,PASSENGER AUTO,28,4,fallback,12.976819435714287,77.57082801785714
408,377,POLICE_STATION::Bellandur (Cluster 377),78,0.425,94.4,0.635593220338983,0.6686666656146312,road,2,7.0,250.0,3199.999999542857,3190.41587531159,0.002995038823010443,0.49999999999998335,0.0012656022017008862,4,0.0,1.0,-0.10714285713903061,1.0,1.3064102564102564,CAR,77,5,fallback,12.899740206410257,77.67547928205128
409,110,JUNCTION::BTP057 - Anand Rao Junction (Cluster 110),117,0.9090909090909091,36.0,1.6666666666203704,0.5454545451424242,road,2,7.0,250.0,3199.999999542857,3190.46073881178,0.0029810189791988906,0.49999999999998335,0.001259650241387507,4,0.0,1.0,0.5892857142646684,1.5892857142646684,1.5940170940170941,CAR,113,8,fallback,12.987958257264957,77.57406626324786
410,51,POLICE_STATION::Kodigehalli (Cluster 51),21,0.3,94.4,0.635593220338983,0.47199999925738667,road,2,7.0,250.0,3199.999999542857,3190.481397111573,0.002974563260512708,0.49999999999998335,0.001256909629513732,4,0.0,1.0,-0.59999999996,1.0,1.8380952380952382,CAR,16,5,fallback,13.027153423809523,77.57871187619048
411,42,POLICE_STATION::HSR Layout (Cluster 42),91,0.68,64.0,0.9374999999853515,0.7253333325709779,road,2,7.0,250.0,3199.999999542857,3190.5728980169974,0.0029459692275635163,0.49999999999998335,0.001244771422661602,4,0.0,1.0,-0.02173913043383743,1.0,1.1846153846153846,MOTOR CYCLE,90,3,fallback,12.911701334065933,77.63809812967033
412,398,POLICE_STATION::Thalagattapura (Cluster 398),19,0.6666666666666666,94.4,0.635593220338983,1.048888887238637,road,2,7.0,250.0,3199.999999542857,3190.612049685623,0.002933734331116322,0.49999999999998335,0.0012395780238371034,4,0.0,1.0,0.0,1.0,0.8157894736842105,SCOOTER,19,2,fallback,12.888530531578947,77.56301676842105
413,560,"JUNCTION::BTP189 - New Diagonal Road, Jayanagar (Cluster 560)",92,0.5142857142857142,66.0,0.909090909077135,0.5657142851005714,road,2,7.0,250.0,3199.999999542857,3190.6157482691174,0.002932578523774154,0.49999999999998335,0.001239087423629822,4,0.0,1.0,0.6904761904433107,1.6904761904433108,1.5119565217391304,CAR,88,4,fallback,12.92839076304348,77.58117681521739
414,401,POLICE_STATION::Kodigehalli (Cluster 401),38,0.6,94.4,0.635593220338983,0.9439999985147733,road,2,7.0,250.0,3199.999999542857,3190.6241631693097,0.002929948867463672,0.49999999999998335,0.0012379712321651925,4,0.0,1.0,-0.3478260869413989,1.0,0.9052631578947368,MOTOR CYCLE,38,4,fallback,13.047369381578946,77.57582935
415,469,JUNCTION::BTP214 - 5th Main Chamrajpet  Junction (Cluster 469),24,0.45,94.4,0.635593220338983,0.7079999988860801,road,2,7.0,250.0,3199.999999542857,3190.7110395601258,0.00290279999532983,0.49999999999998335,0.0012264480808621405,4,0.0,1.0,-0.9565217390888469,1.0,1.1958333333333333,SCOOTER,24,3,fallback,12.957944316666667,77.56740125
416,457,"JUNCTION::BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 457)",73,2.1333333333333333,20.0,2.99999999985,0.7111111109096296,road,2,7.0,250.0,3199.999999542857,3190.7125266192443,0.00290233528935524,0.49999999999998335,0.0012262508481414695,4,0.0,1.0,-0.9861111110974151,1.0,1.1904109589041096,SCOOTER,71,6,fallback,12.998416657534246,77.54124579452055
417,786,POLICE_STATION::Ashok Nagar (Cluster 786),19,0.36,94.4,0.635593220338983,0.5663999991088641,road,2,7.0,250.0,3199.999999542857,3190.809499469717,0.0028720312735781572,0.49999999999998335,0.0012133896927154848,4,0.0,1.0,-0.8823529411245675,1.0,1.4789473684210528,CAR,19,5,fallback,12.971739763157894,77.60736565789473
418,174,POLICE_STATION::Malleshwaram (Cluster 174),393,1.982608695652174,16.25,3.6923076920804734,0.5369565216267482,road,2,7.0,250.0,3199.999999542857,3190.812456804055,0.002871107106597437,0.49999999999998335,0.0012129974914122062,4,0.0,1.0,0.07936507936423952,1.0793650793642395,1.5595419847328245,CAR,382,11,fallback,12.998461690839694,77.57099575419848
419,583,POLICE_STATION::Halasur (Cluster 583),21,0.2857142857142857,94.4,0.635593220338983,0.44952380881655873,road,2,7.0,250.0,3199.999999542857,3190.8172372664394,0.0028696132121021067,0.49999999999998335,0.0012123635094978178,4,0.0,1.0,-0.7647058823079584,1.0,1.861904761904762,CAR,21,6,fallback,12.972327747619047,77.62596747619048
420,25,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 25),50,0.6,94.4,0.635593220338983,0.9439999985147733,road,2,7.0,250.0,3199.999999542857,3190.8651003598393,0.0028546559954124584,0.49999999999998335,0.001206016099526539,4,0.0,1.0,0.0,1.0,0.882,SCOOTER,50,5,fallback,12.996148398,77.61373739599999
421,396,"JUNCTION::BTP170 - Dr. Bheem Rao Palace, Chord Road (Cluster 396)",59,0.2909090909090909,94.4,0.635593220338983,0.4576969689768598,road,2,7.0,250.0,3199.999999542857,3190.876026572806,0.0028512415538598512,0.49999999999998335,0.0012045671509758992,4,0.0,1.0,0.7692307691715976,1.7692307691715976,1.8169491525423729,CAR,45,12,fallback,12.989672942372883,77.55050696101695
422,572,JUNCTION::BTP192 - Urvashi Theater (Cluster 572),38,0.4222222222222222,76.5,0.7843137254799436,0.5383333326539954,road,2,7.0,250.0,3199.999999542857,3190.907428128358,0.002841428567748494,0.49999999999998335,0.0012004030094746245,4,0.0,1.0,17.4999999825,18.4999999825,1.5394736842105263,CAR,36,8,fallback,12.957942210526317,77.58636156578947
423,28,JUNCTION::BTP054 - Shivananda Circle (Cluster 28),53,0.30666666666666664,94.4,0.635593220338983,0.48248888812977303,road,2,7.0,250.0,3199.999999542857,3190.91100132076,0.0028403119451226866,0.49999999999998335,0.001199929178669237,4,0.0,1.0,0.40909090905371903,1.409090909053719,1.7169811320754718,CAR,53,6,fallback,12.983879291942438,77.57776257978871
424,49,JUNCTION::BTP074 - Leprosy Hospital Junction (Cluster 49),322,1.2380952380952381,40.0,1.4999999999625002,0.8253968248671957,road,2,7.0,250.0,3199.999999542857,3190.9189060455533,0.0028378417186244453,0.49999999999998335,0.001198880961647575,4,0.0,1.0,-0.42156862744684737,1.0,1.0027950310559006,SCOOTER,303,9,fallback,12.975695475185143,77.55977060421306
425,156,JUNCTION::BTP047 - Vidhan Soudha Metro Station (Cluster 156),23,0.3333333333333333,94.4,0.635593220338983,0.5244444436193185,road,2,7.0,250.0,3199.999999542857,3190.9938877583577,0.002814409933369677,0.49999999999998335,0.0011889383102699118,4,0.0,1.0,2.59999999948,3.59999999948,1.565217391304348,CAR,23,4,fallback,12.979746660869566,77.59254580434782
426,94,POLICE_STATION::Malleshwaram (Cluster 94),54,0.3333333333333333,94.4,0.635593220338983,0.5244444436193185,road,2,7.0,250.0,3199.999999542857,3191.02817028264,0.0028036966445299516,0.49999999999998335,0.0011843926555051493,4,0.0,1.0,11.999999994,12.999999994,1.5592592592592593,CAR,54,5,fallback,13.007871312962962,77.57093351666666
427,367,"JUNCTION::BTP115 - Sahasra Hospital, Jayanagar (Cluster 367)",47,0.4,94.4,0.635593220338983,0.6293333323431823,road,2,7.0,250.0,3199.999999542857,3191.0679805928967,0.0027912559225730105,0.49999999999998335,0.0011791142410482545,4,0.0,1.0,21.999999977999998,22.999999977999998,1.2936170212765956,SCOOTER,44,5,fallback,12.917262141785084,77.57363615540712
428,208,"JUNCTION::BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 208)",20,0.3,94.4,0.635593220338983,0.47199999925738667,road,2,7.0,250.0,3199.999999542857,3191.092954987987,0.002783451424106187,0.49999999999998335,0.0011758030125682516,4,0.0,1.0,0.0,1.0,1.72,CAR,20,3,fallback,13.002972510000001,77.55331881
429,723,JUNCTION::BTP208 - Havanur Circle (Cluster 723),17,0.43333333333333335,94.4,0.635593220338983,0.6817777767051142,road,2,7.0,250.0,3199.999999542857,3191.1119090271677,0.002777528286861286,0.49999999999998335,0.0011732900465346774,4,0.0,1.0,-0.8666666666088889,1.0,1.188235294117647,SCOOTER,16,2,fallback,12.988515241176472,77.53772635882353
430,719,"JUNCTION::BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 719)",24,0.36,94.4,0.635593220338983,0.5663999991088641,road,2,7.0,250.0,3199.999999542857,3191.1188475593676,0.0027753599955485653,0.49999999999998335,0.0011723701331129953,4,0.0,1.0,0.0,1.0,1.4291666666666665,CAR,24,5,fallback,12.969733416666665,77.64138036666667
431,578,POLICE_STATION::Mahadevapura (Cluster 578),24,0.26666666666666666,94.4,0.635593220338983,0.4195555548954549,road,2,7.0,250.0,3199.999999542857,3191.1389862259966,0.002769066662226094,0.49999999999998335,0.0011697001758409053,4,0.0,1.0,0.0,1.0,1.9249999999999998,CAR,24,3,fallback,12.978282066666667,77.69558399166667
432,209,JUNCTION::BTP074 - Leprosy Hospital Junction (Cluster 209),92,0.5166666666666667,94.4,0.635593220338983,0.8128888876099438,road,2,7.0,250.0,3199.999999542857,3191.149305729083,0.00276584181751105,0.49999999999998335,0.0011683320504047425,4,0.0,1.0,3.6111111107098766,4.611111110709876,0.9923913043478261,SCOOTER,92,7,fallback,12.975713723913044,77.5598548902174
433,564,POLICE_STATION::Jeevanbheemanagar (Cluster 564),23,0.3142857142857143,94.4,0.635593220338983,0.49447618969821466,road,2,7.0,250.0,3199.999999542857,3191.178298618707,0.0027567815395024287,0.49999999999998335,0.001164488343286131,4,0.0,1.0,2.59999999948,3.59999999948,1.626086956521739,CAR,23,5,fallback,12.970572382608694,77.6461033826087
434,253,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 253),27,0.43333333333333335,94.4,0.635593220338983,0.6817777767051142,road,2,7.0,250.0,3199.999999542857,3191.1901320460074,0.0027530835934704845,0.49999999999998335,0.001162919568266371,4,0.0,1.0,-0.7142857142517007,1.0,1.1777777777777778,SCOOTER,26,4,fallback,13.000462285185186,77.61510964444444
435,526,POLICE_STATION::Jeevanbheemanagar (Cluster 526),23,0.34285714285714286,94.4,0.635593220338983,0.5394285705798705,road,2,7.0,250.0,3199.999999542857,3191.1997417420034,0.0027500805634712577,0.49999999999998335,0.0011616456099601772,4,0.0,1.0,2.3333333325555556,3.3333333325555556,1.4869565217391305,PASSENGER AUTO,23,5,fallback,12.959781752173912,77.64900171739131
436,388,POLICE_STATION::Bellandur (Cluster 388),29,0.28,94.4,0.635593220338983,0.44053333264022765,road,2,7.0,250.0,3199.999999542857,3191.23342962812,0.0027395530990582673,0.49999999999998335,0.001157179698239769,4,0.0,1.0,0.0,1.0,1.813793103448276,MAXI-CAB,29,6,fallback,12.927938886036808,77.68037482144621
437,749,JUNCTION::BTP137 - Madiwala Traffic PS Junction (Cluster 749),16,0.28,94.4,0.635593220338983,0.44053333264022765,road,2,7.0,250.0,3199.999999542857,3191.269887559087,0.0027281599956295866,0.49999999999998335,0.0011523467349095569,4,0.0,1.0,0.0,1.0,1.80625,CAR,15,5,fallback,12.92494915625,77.61871009375
438,574,POLICE_STATION::Bellandur (Cluster 574),31,0.35555555555555557,94.4,0.635593220338983,0.5594074065272732,road,2,7.0,250.0,3199.999999542857,3191.3085098713545,0.0027160905230442234,0.49999999999998335,0.001147227043162304,4,0.0,1.0,13.999999985999999,14.999999985999999,1.4161290322580644,CAR,31,6,fallback,12.920921317691233,77.66547566230389
439,354,JUNCTION::BTP140 - Madiwala Check Post (Cluster 354),15,0.26666666666666666,94.4,0.635593220338983,0.4195555548954549,road,2,7.0,250.0,3199.999999542857,3191.3461267970406,0.0027043352337656756,0.49999999999998335,0.0011422408091563362,4,0.0,1.0,0.1428571428367347,1.1428571428367347,1.88,CAR,12,4,fallback,12.930508493333333,77.60972117333334
440,702,POLICE_STATION::Byatarayanapura (Cluster 702),24,0.32,94.4,0.635593220338983,0.5034666658745458,road,2,7.0,250.0,3199.999999542857,3191.415173654055,0.002682758090945647,0.49999999999998335,0.001133088922607264,4,0.0,1.0,-0.8571428571020409,1.0,1.5541666666666665,CAR,24,5,fallback,12.958020195833333,77.51908105833333
441,567,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 567),19,0.36,94.4,0.635593220338983,0.5663999991088641,road,2,7.0,250.0,3199.999999542857,3191.4309211828477,0.0026778369881971242,0.49999999999998335,0.0011310017367497129,4,0.0,1.0,2.7499999993125,3.7499999993125,1.3789473684210527,CAR,19,2,fallback,12.995121589473685,77.61477327368421
442,105,JUNCTION::BTP096 - Gali Anjaneya Temple (Cluster 105),23,0.3333333333333333,94.4,0.635593220338983,0.5244444436193185,road,2,7.0,250.0,3199.999999542857,3191.4692103247617,0.0026658716313473496,0.49999999999998335,0.0011259270075204845,4,0.0,1.0,0.0,1.0,1.482608695652174,PASSENGER AUTO,23,8,fallback,12.95223812173913,77.54084559130435
443,182,"JUNCTION::BTP062 - Basava Mantapa, Dr. Rajkumar Road (Cluster 182)",46,0.36666666666666664,94.4,0.635593220338983,0.5768888879812504,road,2,7.0,250.0,3199.999999542857,3191.48296966221,0.0026615718383941056,0.49999999999998335,0.0011241034321672564,4,0.0,1.0,-0.22222222220987653,1.0,1.3456521739130434,SCOOTER,45,5,fallback,12.979952454347826,77.55461207826087
444,731,POLICE_STATION::Shivajinagar (Cluster 731),15,0.35,94.4,0.635593220338983,0.5506666658002844,road,2,7.0,250.0,3199.999999542857,3191.5820368918394,0.0026306133291305045,0.49999999999998335,0.0011109744136941332,4,0.0,1.0,0.0,1.0,1.3933333333333333,CAR,15,4,fallback,12.989439493333332,77.59914234666667
445,634,POLICE_STATION::Halasur (Cluster 634),59,0.3,94.4,0.635593220338983,0.47199999925738667,road,2,7.0,250.0,3199.999999542857,3191.5827195585052,0.0026303999957973945,0.49999999999998335,0.00111088394678278,4,0.0,1.0,-0.21739130433837428,1.0,1.6254237288135593,CAR,48,6,fallback,12.973752284745764,77.6230504779661
