st_dbscan_cluster_id,cluster_label,records,severity_sum,severity_mean,unique_vehicles,dominant_vehicle_type,dominant_police_station,dominant_junction_name,latitude_mean,longitude_mean,start_time_ist,end_time_ist
514,BTP075 - Police Corner,46,81.0,1.7608695652173914,44,CAR,Halasuru Gate,BTP075 - Police Corner,12.968524523913043,77.58694634347826,2023-11-14 05:29:46+05:30,2023-11-18 11:00:46+05:30
73,BTP042 - Minsk Square Junction (CTO),46,74.0,1.608695652173913,45,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),12.981210243478262,77.59849502608695,2024-03-14 08:34:46+05:30,2024-03-15 06:20:46+05:30
182,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",46,60.0,1.3043478260869565,45,SCOOTER,Magadi Road,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",12.979952454347824,77.55461207826087,2024-01-15 05:47:46+05:30,2024-01-29 09:43:46+05:30
506,POLICE_STATION::Banaswadi,46,52.0,1.1304347826086956,46,SCOOTER,Banaswadi,No Junction,12.991537626086958,77.65180846304347,2023-12-07 06:38:46+05:30,2023-12-07 07:08:46+05:30
430,"BTP070 - Cholurpalya Junction, Magadi Road",46,47.0,1.0217391304347827,46,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",12.973527160869562,77.55087079130436,2023-11-21 11:14:46+05:30,2023-11-26 10:54:46+05:30
362,POLICE_STATION::Basavanagudi,46,46.0,1.0,40,CAR,Basavanagudi,No Junction,12.940289528260866,77.56646395217392,2023-11-17 03:52:46+05:30,2023-11-17 09:36:46+05:30
594,BTP010 - Rajajinagar Entrance,45,81.0,1.8,39,CAR,Rajajinagar,BTP010 - Rajajinagar Entrance,12.984523746666667,77.56007909555555,2023-12-20 06:26:46+05:30,2023-12-24 04:14:46+05:30
682,BTP018 - Dhobi Ghat Junction,45,78.0,1.7333333333333334,40,CAR,Vijayanagara,BTP018 - Dhobi Ghat Junction,12.987921166666666,77.54989369333333,2023-12-26 02:51:46+05:30,2024-01-01 05:05:46+05:30
561,POLICE_STATION::Peenya,45,76.0,1.6888888888888889,45,PASSENGER AUTO,Peenya,No Junction,13.03987612666667,77.51845208222223,2023-12-11 04:03:46+05:30,2023-12-20 01:27:46+05:30
267,POLICE_STATION::Bellandur,45,67.0,1.488888888888889,43,CAR,Bellandur,No Junction,12.925723204444447,77.67612351999999,2024-01-13 08:32:46+05:30,2024-01-20 11:05:46+05:30
571,BTP020 - Hosahalli Metro Station,45,48.0,1.0666666666666667,44,SCOOTER,Vijayanagara,BTP020 - Hosahalli Metro Station,12.970889755555557,77.5464585,2023-12-10 12:07:46+05:30,2023-12-16 07:35:46+05:30
678,POLICE_STATION::Jeevanbheemanagar,45,47.0,1.0444444444444445,43,CAR,Jeevanbheemanagar,No Junction,12.970349842224538,77.64653041019761,2023-12-23 10:50:46+05:30,2024-01-01 11:29:46+05:30
248,POLICE_STATION::Chikkajala,45,45.0,1.0,45,MAXI-CAB,Chikkajala,No Junction,13.121505706666664,77.63126636,2024-01-19 13:37:46+05:30,2024-01-23 13:32:46+05:30
316,POLICE_STATION::HSR Layout,44,154.0,3.5,42,SCOOTER,HSR Layout,No Junction,12.89206713191548,77.63809091456743,2024-01-06 02:05:46+05:30,2024-01-13 13:42:46+05:30
308,POLICE_STATION::Mahadevapura,44,88.0,2.0,44,SCOOTER,Mahadevapura,No Junction,12.977897886363634,77.71304812954544,2024-01-11 05:53:46+05:30,2024-01-12 04:46:46+05:30
588,POLICE_STATION::Rajajinagar,44,75.0,1.7045454545454546,36,CAR,Rajajinagar,No Junction,13.016989159090912,77.5312329,2023-12-15 04:03:46+05:30,2023-12-21 11:58:46+05:30
219,BTP023 - Mahalaxmi Layout Entrance,44,71.0,1.6136363636363635,37,SCOOTER,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.007906886363635,77.5484844090909,2024-01-20 11:14:46+05:30,2024-01-26 10:33:46+05:30
82,POLICE_STATION::Malleshwaram,44,63.0,1.4318181818181819,44,CAR,Malleshwaram,No Junction,12.99966464090909,77.57132123636363,2024-03-10 13:08:46+05:30,2024-03-16 10:28:46+05:30
1,POLICE_STATION::Byatarayanapura,44,60.0,1.3636363636363635,44,SCOOTER,Byatarayanapura,No Junction,12.956325756818181,77.5185056,2023-11-16 12:17:46+05:30,2023-11-21 15:30:46+05:30
369,POLICE_STATION::Cubbon Park,44,50.0,1.1363636363636365,41,SCOOTER,Cubbon Park,No Junction,12.974967818181819,77.60427583636364,2023-11-19 05:09:46+05:30,2023-11-22 12:28:46+05:30
617,POLICE_STATION::Yeshwanthpura,43,88.0,2.046511627906977,42,PASSENGER AUTO,Yeshwanthpura,No Junction,13.030446334883722,77.53652979767442,2023-12-16 07:26:46+05:30,2023-12-26 01:20:46+05:30
85,POLICE_STATION::Yeshwanthpura,43,86.0,2.0,43,CAR,Yeshwanthpura,No Junction,13.034700225763626,77.55713622360886,2023-11-15 03:31:46+05:30,2023-11-18 08:57:46+05:30
479,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",43,81.0,1.8837209302325582,40,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",12.993197772093021,77.55322868372095,2023-11-16 13:18:46+05:30,2023-11-25 03:00:46+05:30
606,POLICE_STATION::Mahadevapura,43,58.0,1.3488372093023255,41,PASSENGER AUTO,Mahadevapura,No Junction,12.995338590697678,77.69597469069768,2023-12-16 07:41:46+05:30,2023-12-18 10:33:46+05:30
780,POLICE_STATION::Pulikeshinagar(F.Town),43,58.0,1.3488372093023255,43,SCOOTER,Pulikeshinagar(F.Town),No Junction,13.000463683720927,77.61151885581396,2024-01-19 13:20:46+05:30,2024-01-25 10:13:46+05:30
751,BTP225 - Geetha Junction,43,54.0,1.255813953488372,43,SCOOTER,Jayanagara,BTP225 - Geetha Junction,12.927860079069768,77.58581977441861,2024-01-13 07:16:46+05:30,2024-01-20 04:06:46+05:30
412,BTP137 - Madiwala Traffic PS Junction,43,44.0,1.0232558139534884,41,CAR,Madiwala,BTP137 - Madiwala Traffic PS Junction,12.925231369767442,77.61902737209303,2023-12-22 09:37:46+05:30,2023-12-26 04:23:46+05:30
477,BTP032 - Windsor Circle,42,96.0,2.2857142857142856,39,CAR,Sheshadripuram,BTP032 - Windsor Circle,12.99685154761905,77.58409357380953,2023-12-06 11:01:46+05:30,2023-12-13 09:34:46+05:30
18,"BTP016 - 5th Main Road, RPC Layout",42,81.0,1.9285714285714286,42,SCOOTER,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12.965111821428572,77.53824457619048,2024-03-14 09:49:46+05:30,2024-03-15 05:00:46+05:30
179,"BTP206 - Shankara Mutt Circle, Vijayanagar",42,81.0,1.9285714285714286,42,SCOOTER,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",12.998552126190479,77.54099326666667,2024-03-10 10:53:46+05:30,2024-03-16 05:37:46+05:30
140,BTP037 - KR Circle,42,80.0,1.9047619047619047,42,CAR,Upparpet,BTP037 - KR Circle,12.976229521428573,77.58275272380953,2024-01-25 07:36:46+05:30,2024-02-01 06:45:46+05:30
757,POLICE_STATION::Whitefield,41,123.0,3.0,38,MOTOR CYCLE,Whitefield,No Junction,12.987238912195123,77.73539101463416,2024-01-16 04:28:46+05:30,2024-01-20 15:59:46+05:30
680,BTP180 - Swagath Poornima Theatre,41,84.0,2.048780487804878,34,TEMPO,Halasuru Gate,BTP180 - Swagath Poornima Theatre,12.961173807317074,77.58678606829268,2023-12-26 05:30:46+05:30,2023-12-30 09:43:46+05:30
605,POLICE_STATION::Kodigehalli,41,79.0,1.9268292682926829,40,CAR,Kodigehalli,No Junction,13.071513987804881,77.59261327317073,2023-12-13 16:35:46+05:30,2023-12-24 11:29:46+05:30
296,BTP171 - Indian Express (Balekundri),41,77.0,1.8780487804878048,39,SCOOTER,Shivajinagar,No Junction,12.989258212195123,77.59911372439024,2024-01-10 09:15:46+05:30,2024-01-18 14:04:46+05:30
99,BTP023 - Mahalaxmi Layout Entrance,41,74.0,1.8048780487804879,36,SCOOTER,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.008117773170733,77.54854039512195,2024-03-10 10:27:46+05:30,2024-03-16 11:33:46+05:30
410,POLICE_STATION::K.R. Pura,41,66.0,1.6097560975609757,40,CAR,K.R. Pura,No Junction,13.00546916829268,77.68535350487805,2023-12-14 01:12:46+05:30,2023-12-19 13:33:46+05:30
287,POLICE_STATION::Pulikeshinagar(F.Town),41,63.0,1.5365853658536586,39,SCOOTER,Pulikeshinagar(F.Town),No Junction,13.00039608536585,77.61139605365854,2024-01-11 04:01:46+05:30,2024-01-16 13:13:46+05:30
551,BTP054 - Shivananda Circle,41,53.0,1.2926829268292683,40,CAR,High ground,BTP054 - Shivananda Circle,12.986975604878047,77.58035716097561,2023-12-07 07:30:46+05:30,2023-12-18 08:40:46+05:30
555,BTP135 - UCO Bank Junction,41,41.0,1.0,41,SCOOTER,Adugodi,BTP135 - UCO Bank Junction,12.935590065853656,77.61571764634147,2023-12-09 13:38:46+05:30,2023-12-12 04:01:46+05:30
40,POLICE_STATION::Halasur,40,151.0,3.775,35,PASSENGER AUTO,Halasur,No Junction,12.9783929575,77.62870983,2023-11-29 08:59:46+05:30,2023-12-04 05:25:46+05:30
689,POLICE_STATION::Mahadevapura,40,140.0,3.5,39,MOTOR CYCLE,Mahadevapura,No Junction,12.987487495,77.7351550975,2023-12-28 10:02:46+05:30,2023-12-29 04:33:46+05:30
743,POLICE_STATION::Jeevanbheemanagar,40,99.0,2.475,39,CAR,Jeevanbheemanagar,No Junction,12.970927981261354,77.64723041842694,2024-01-04 10:27:46+05:30,2024-01-07 13:31:46+05:30
771,BTP009 - Prakash Nagar Junction,40,80.0,2.0,39,SCOOTER,Rajajinagar,BTP009 - Prakash Nagar Junction,12.9926088225,77.558071735,2024-01-18 02:36:46+05:30,2024-01-19 11:17:46+05:30
509,POLICE_STATION::Vijayanagara,40,72.0,1.8,40,SCOOTER,Vijayanagara,No Junction,12.967056624999998,77.5429791275,2023-11-12 10:39:46+05:30,2023-11-12 11:54:46+05:30
139,POLICE_STATION::Jeevanbheemanagar,40,56.0,1.4,40,CAR,Jeevanbheemanagar,No Junction,12.971883947499999,77.658056415,2024-01-28 12:35:46+05:30,2024-02-02 11:19:46+05:30
531,BTP172 - Nanjappa Circle,40,40.0,1.0,40,SCOOTER,Ashok Nagar,BTP172 - Nanjappa Circle,12.961864694999997,77.59901637499999,2023-11-16 05:44:46+05:30,2023-11-16 05:58:46+05:30
411,POLICE_STATION::Mahadevapura,39,121.0,3.1025641025641026,39,MOTOR CYCLE,Mahadevapura,No Junction,12.987948479487178,77.73408087948722,2023-12-19 12:05:46+05:30,2023-12-19 12:31:46+05:30
358,BTP120 - Lalbagh Main Gate Junction,39,82.0,2.1025641025641026,39,CAR,City Market,BTP120 - Lalbagh Main Gate Junction,12.954820087179488,77.58434583333334,2023-11-22 01:43:46+05:30,2023-11-29 04:43:46+05:30
760,POLICE_STATION::Hulimavu,39,79.0,2.0256410256410255,34,CAR,Hulimavu,No Junction,12.892697469614678,77.63744886146044,2024-01-14 04:11:46+05:30,2024-01-20 04:31:46+05:30
573,POLICE_STATION::HSR Layout,39,74.0,1.8974358974358974,38,MOTOR CYCLE,HSR Layout,No Junction,12.906212033333334,77.62976247179489,2023-12-10 13:52:46+05:30,2023-12-16 13:55:46+05:30
180,POLICE_STATION::HAL Old Airport,39,70.0,1.794871794871795,39,CAR,HAL Old Airport,No Junction,12.964174323076922,77.71796925641026,2024-03-11 03:54:46+05:30,2024-03-14 08:49:46+05:30
177,BTP075 - Police Corner,39,69.0,1.7692307692307692,38,CAR,Halasuru Gate,BTP075 - Police Corner,12.968348582051282,77.58684957179487,2024-01-20 11:02:46+05:30,2024-01-25 10:26:46+05:30
450,POLICE_STATION::Yeshwanthpura,39,64.0,1.641025641025641,38,CAR,Yeshwanthpura,No Junction,13.02888446410256,77.53944665897437,2023-11-14 00:29:46+05:30,2023-11-23 02:13:46+05:30
394,BTP120 - Lalbagh Main Gate Junction,39,57.0,1.4615384615384615,39,CAR,Wilson Garden,BTP120 - Lalbagh Main Gate Junction,12.954104979487182,77.5846184871795,2023-11-30 10:15:46+05:30,2023-12-06 14:14:46+05:30
217,POLICE_STATION::HSR Layout,39,42.0,1.0769230769230769,39,MOTOR CYCLE,HSR Layout,No Junction,12.911629871794872,77.63808773076924,2024-01-19 10:15:46+05:30,2024-01-27 02:54:46+05:30
30,POLICE_STATION::HSR Layout,38,83.0,2.1842105263157894,38,CAR,HSR Layout,No Junction,12.892326886490416,77.6378391755341,2024-03-10 13:06:46+05:30,2024-03-16 13:34:46+05:30
154,BTP028 - Vijayanagar Bus Stand Junction,38,77.0,2.026315789473684,37,CAR,Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,12.973025486842106,77.53866460526315,2024-01-27 06:25:46+05:30,2024-02-01 12:07:46+05:30
327,POLICE_STATION::HAL Old Airport,38,74.0,1.9473684210526316,38,CAR,HAL Old Airport,No Junction,12.942797794736839,77.69708927894736,2024-03-12 03:49:46+05:30,2024-03-14 11:31:46+05:30
417,"BTP206 - Shankara Mutt Circle, Vijayanagar",38,73.0,1.9210526315789473,37,SCOOTER,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",12.998684886842103,77.54103849210526,2023-12-03 08:32:46+05:30,2023-12-07 12:07:46+05:30
254,"BTP206 - Shankara Mutt Circle, Vijayanagar",38,72.0,1.894736842105263,34,CAR,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",12.998999518421051,77.54178999473686,2024-01-20 05:20:46+05:30,2024-01-25 05:45:46+05:30
401,POLICE_STATION::Kodigehalli,38,66.0,1.736842105263158,38,MOTOR CYCLE,Kodigehalli,No Junction,13.047369381578948,77.57582935,2023-12-14 03:05:46+05:30,2023-12-20 03:08:46+05:30
762,POLICE_STATION::Kodigehalli,38,64.0,1.6842105263157894,38,SCOOTER,Kodigehalli,No Junction,13.047442221052634,77.57546819999999,2024-01-14 11:55:46+05:30,2024-01-20 11:24:46+05:30
282,BTP096 - Gali Anjaneya Temple,38,49.0,1.2894736842105263,38,SCOOTER,Byatarayanapura,BTP096 - Gali Anjaneya Temple,12.95218612894737,77.54073480526317,2024-01-12 01:44:46+05:30,2024-01-17 11:41:46+05:30
33,POLICE_STATION::Jeevanbheemanagar,38,45.0,1.1842105263157894,38,CAR,Jeevanbheemanagar,No Junction,12.9699949,77.63860170789474,2023-11-14 11:04:46+05:30,2023-11-21 07:03:46+05:30
572,BTP192 - Urvashi Theater,38,45.0,1.1842105263157894,36,CAR,Wilson Garden,BTP192 - Urvashi Theater,12.957942210526314,77.58636156578946,2023-12-10 02:56:46+05:30,2023-12-22 09:33:46+05:30
24,"BTP148 - 17th Main, Doopanahalli Bus Stop",38,38.0,1.0,38,MAXI-CAB,Jeevanbheemanagar,No Junction,12.959431286842106,77.64541980526317,2024-03-12 03:14:46+05:30,2024-03-19 03:12:46+05:30
624,POLICE_STATION::Rajajinagar,38,38.0,1.0,32,CAR,Rajajinagar,No Junction,13.007111484210528,77.52682525000002,2023-12-16 11:41:46+05:30,2023-12-25 06:50:46+05:30
322,POLICE_STATION::Rajajinagar,37,64.0,1.7297297297297298,29,CAR,Rajajinagar,No Junction,13.016862375675675,77.53122201621622,2023-12-28 02:55:46+05:30,2024-01-02 05:08:46+05:30
43,BTP205 - Modi Hospital Junction,37,63.0,1.7027027027027026,36,CAR,Vijayanagara,BTP205 - Modi Hospital Junction,12.997741502683738,77.54433665404231,2023-11-28 11:46:46+05:30,2023-12-07 12:24:46+05:30
36,BTP034 - LRDE Junction,37,61.0,1.6486486486486487,37,CAR,High ground,BTP034 - LRDE Junction,12.988952762162164,77.59234617567569,2023-11-23 12:02:46+05:30,2023-12-03 13:49:46+05:30
81,POLICE_STATION::Jnanabharathi,37,54.0,1.4594594594594594,34,CAR,Jnanabharathi,No Junction,12.960943275675675,77.51165639729729,2023-11-26 13:03:46+05:30,2023-12-07 11:37:46+05:30
414,BTP172 - Nanjappa Circle,37,41.0,1.1081081081081081,36,SCOOTER,Ashok Nagar,BTP172 - Nanjappa Circle,12.961831437837839,77.59887463513512,2023-12-19 04:23:46+05:30,2023-12-26 04:43:46+05:30
705,"BTP163 - 16th Main Road, BTM Layout",37,37.0,1.0,36,SCOOTER,Mico Layout,No Junction,12.913643983783782,77.6060315,2023-12-30 04:11:46+05:30,2023-12-30 12:06:46+05:30
288,POLICE_STATION::Electronic City,36,78.0,2.1666666666666665,36,SCOOTER,Electronic City,No Junction,12.818453477777778,77.68905428055557,2024-01-11 05:35:46+05:30,2024-01-15 11:50:46+05:30
675,POLICE_STATION::Electronic City,36,72.0,2.0,36,SCOOTER,Electronic City,No Junction,12.850938727777777,77.65746415555556,2023-12-27 12:15:46+05:30,2023-12-30 11:53:46+05:30
408,BTP208 - Havanur Circle,36,71.0,1.9722222222222223,35,CAR,Kamakshipalya,BTP208 - Havanur Circle,12.987071429845605,77.53745029195001,2023-11-18 05:41:46+05:30,2023-11-22 11:12:46+05:30
225,POLICE_STATION::Yeshwanthpura,36,67.0,1.8611111111111112,36,CAR,Yeshwanthpura,No Junction,13.03055405833333,77.53652511944443,2024-01-16 03:05:46+05:30,2024-01-25 10:30:46+05:30
755,BTP051 - Safina Plaza Junction,36,64.0,1.7777777777777777,36,SCOOTER,Ashok Nagar,No Junction,12.974212677777778,77.60758981666666,2024-01-11 11:49:46+05:30,2024-01-20 09:38:46+05:30
468,POLICE_STATION::Pulikeshinagar(F.Town),36,39.0,1.0833333333333333,34,SCOOTER,Pulikeshinagar(F.Town),No Junction,12.99977211111111,77.61094975277778,2023-12-03 12:43:46+05:30,2023-12-10 09:37:46+05:30
697,BTP076 - Hudson Circle,36,37.0,1.0277777777777777,33,SCOOTER,Halasuru Gate,BTP076 - Hudson Circle,12.968004388888891,77.58866055555555,2023-12-26 05:23:46+05:30,2024-01-03 05:01:46+05:30
142,BTP032 - Windsor Circle,36,36.0,1.0,36,SCOOTER,High ground,BTP032 - Windsor Circle,12.99412071111111,77.58913407222221,2024-01-30 04:28:46+05:30,2024-01-30 05:16:46+05:30
375,POLICE_STATION::High ground,35,67.0,1.9142857142857144,33,CAR,High ground,No Junction,12.989091785714287,77.59888671999998,2023-12-01 02:47:46+05:30,2023-12-06 12:31:46+05:30
456,POLICE_STATION::Mahadevapura,35,49.0,1.4,35,PASSENGER AUTO,Mahadevapura,No Junction,13.000463831428574,77.67720102285715,2023-12-03 01:20:46+05:30,2023-12-12 04:56:46+05:30
686,POLICE_STATION::Jeevanbheemanagar,35,46.0,1.3142857142857143,32,SCOOTER,Jeevanbheemanagar,No Junction,12.978282014285712,77.64098697714286,2023-12-26 03:49:46+05:30,2024-01-04 10:01:46+05:30
774,POLICE_STATION::Hebbala,35,44.0,1.2571428571428571,31,SCOOTER,Hebbala,No Junction,13.04947956,77.5933345285714,2024-01-17 10:07:46+05:30,2024-01-20 06:47:46+05:30
497,POLICE_STATION::Ashok Nagar,35,40.0,1.1428571428571428,35,SCOOTER,Ashok Nagar,No Junction,12.970145297142857,77.60669892285713,2023-11-11 11:06:46+05:30,2023-11-19 03:13:46+05:30
695,BTP048 - Shanthala Junction,35,37.0,1.0571428571428572,35,PASSENGER AUTO,Chamarajpet,BTP048 - Shanthala Junction,12.977318342857142,77.57076002000002,2023-12-28 09:28:46+05:30,2023-12-30 00:46:46+05:30
295,POLICE_STATION::HAL Old Airport,34,68.0,2.0,34,CAR,HAL Old Airport,No Junction,12.958777382352942,77.71587821470587,2024-01-10 03:28:46+05:30,2024-01-17 07:45:46+05:30
134,BTP048 - Shanthala Junction,34,63.0,1.8529411764705883,34,PASSENGER AUTO,Chamarajpet,BTP048 - Shanthala Junction,12.977387402941176,77.57075491764706,2024-01-29 14:37:46+05:30,2024-02-01 12:08:46+05:30
566,BTP218 - Syndicate Bank Junction,34,61.0,1.7941176470588236,34,SCOOTER,Wilson Garden,No Junction,12.9375196,77.58474381764707,2023-12-11 12:45:46+05:30,2023-12-16 14:43:46+05:30
722,POLICE_STATION::HAL Old Airport,34,61.0,1.7941176470588236,34,MAXI-CAB,HAL Old Airport,No Junction,12.943636333857203,77.69780632256568,2024-01-02 04:36:46+05:30,2024-01-06 03:26:46+05:30
613,BTP023 - Mahalaxmi Layout Entrance,34,60.0,1.7647058823529411,33,SCOOTER,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.007451055882354,77.5485384382353,2023-12-17 06:54:46+05:30,2023-12-21 09:35:46+05:30
759,POLICE_STATION::Electronic City,34,60.0,1.7647058823529411,33,CAR,Electronic City,No Junction,12.85516324117647,77.66472180882354,2024-01-15 01:59:46+05:30,2024-01-18 07:57:46+05:30
472,POLICE_STATION::Mahadevapura,34,59.0,1.7352941176470589,34,PASSENGER AUTO,Mahadevapura,No Junction,12.996524335294117,77.66908644411764,2023-12-06 09:49:46+05:30,2023-12-13 04:13:46+05:30
543,POLICE_STATION::HAL Old Airport,34,50.0,1.4705882352941178,34,CAR,HAL Old Airport,No Junction,12.971303805882354,77.71201750294118,2023-12-06 10:40:46+05:30,2023-12-14 08:42:46+05:30
421,POLICE_STATION::Bellandur,34,46.0,1.3529411764705883,34,CAR,Bellandur,No Junction,12.927454847058822,77.67931092058822,2023-12-26 01:38:46+05:30,2023-12-30 09:34:46+05:30
427,BTP052 - CID Carlton House Junction,34,37.0,1.088235294117647,33,CAR,Cubbon Park,BTP052 - CID Carlton House Junction,12.981026276470589,77.58851119411764,2023-11-15 02:36:46+05:30,2023-11-21 06:12:46+05:30
607,POLICE_STATION::Sheshadripuram,34,37.0,1.088235294117647,33,SCOOTER,Sheshadripuram,No Junction,12.989981497058825,77.57285152941176,2023-12-13 12:17:46+05:30,2023-12-22 11:41:46+05:30
419,BTP067 - Jai Muni Rao Circle,34,34.0,1.0,34,CAR,Magadi Road,BTP067 - Jai Muni Rao Circle,12.978405311764705,77.54335463235293,2023-11-11 04:12:46+05:30,2023-11-18 03:18:46+05:30
736,POLICE_STATION::Whitefield,33,117.0,3.5454545454545454,32,MOTOR CYCLE,Whitefield,No Junction,12.987154854545455,77.73461575454547,2024-01-02 12:50:46+05:30,2024-01-05 04:20:46+05:30
485,POLICE_STATION::HAL Old Airport,33,66.0,2.0,33,CAR,HAL Old Airport,No Junction,12.959010730303032,77.71592108787877,2023-12-24 07:12:46+05:30,2023-12-29 06:45:46+05:30
612,BTP028 - Vijayanagar Bus Stand Junction,33,59.0,1.7878787878787878,32,SCOOTER,Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,12.97195773537057,77.53759844594514,2023-11-23 10:11:46+05:30,2023-12-01 10:24:46+05:30
502,POLICE_STATION::Yelahanka,33,53.0,1.606060606060606,33,MOTOR CYCLE,Yelahanka,No Junction,13.098769045454544,77.57717217878788,2023-11-11 10:43:46+05:30,2023-11-15 05:51:46+05:30
437,POLICE_STATION::Mahadevapura,33,50.0,1.5151515151515151,33,CAR,Mahadevapura,No Junction,13.00036687878788,77.67722462121212,2023-11-12 04:21:46+05:30,2023-11-18 03:46:46+05:30
640,BTP187 - South End Circle,33,46.0,1.393939393939394,33,SCOOTER,Wilson Garden,No Junction,12.93742293939394,77.58504761212122,2023-12-19 13:23:46+05:30,2023-12-26 14:43:46+05:30
554,BTP096 - Gali Anjaneya Temple,33,42.0,1.2727272727272727,33,CAR,Byatarayanapura,BTP096 - Gali Anjaneya Temple,12.9523385,77.54099233939392,2023-12-09 12:06:46+05:30,2023-12-11 13:13:46+05:30
465,POLICE_STATION::K.G. Halli,33,33.0,1.0,28,CAR,K.G. Halli,No Junction,13.035110854545453,77.62496108484848,2023-12-06 03:29:46+05:30,2023-12-09 02:33:46+05:30
147,POLICE_STATION::Banaswadi,32,72.0,2.25,32,CAR,Banaswadi,No Junction,12.996292109375,77.66849713437499,2024-01-20 03:31:46+05:30,2024-01-25 15:34:46+05:30
754,POLICE_STATION::Jeevanbheemanagar,32,66.0,2.0625,29,CAR,Jeevanbheemanagar,No Junction,12.968520546874998,77.649979059375,2024-01-14 13:10:46+05:30,2024-01-20 02:42:46+05:30
776,BTP067 - Jai Muni Rao Circle,32,62.0,1.9375,32,SCOOTER,Magadi Road,BTP067 - Jai Muni Rao Circle,12.97867793125,77.54185387812501,2024-01-13 11:05:46+05:30,2024-01-21 11:11:46+05:30
186,POLICE_STATION::R.T. Nagar,32,59.0,1.84375,32,CAR,R.T. Nagar,No Junction,13.02391476875,77.58502866250001,2024-01-25 08:40:46+05:30,2024-02-01 11:52:46+05:30
114,"BTP115 - Sahasra Hospital, Jayanagar",32,38.0,1.1875,32,SCOOTER,Banashankari,"BTP115 - Sahasra Hospital, Jayanagar",12.917307296874998,77.573454015625,2023-11-10 07:54:46+05:30,2023-11-17 03:08:46+05:30
608,BTP155 - Katriguppe Junction,32,33.0,1.03125,32,SCOOTER,Banashankari,BTP155 - Katriguppe Junction,12.92688834375,77.550888275,2023-12-18 08:09:46+05:30,2023-12-18 11:34:46+05:30
68,BTP130 - GD Mara Junction,32,32.0,1.0,29,SCOOTER,Mico Layout,BTP130 - GD Mara Junction,12.908312206249999,77.60075739999999,2024-03-13 06:23:46+05:30,2024-03-19 04:21:46+05:30
773,POLICE_STATION::Kamakshipalya,32,32.0,1.0,30,SCOOTER,Kamakshipalya,No Junction,12.98682765625,77.51911539375,2024-01-16 07:04:46+05:30,2024-01-17 09:44:46+05:30
70,POLICE_STATION::Peenya,31,62.0,2.0,28,SCOOTER,Peenya,No Junction,13.047166312903228,77.5009160580645,2023-11-28 11:10:46+05:30,2023-12-01 09:08:46+05:30
579,BTP208 - Havanur Circle,31,62.0,2.0,31,CAR,Kamakshipalya,BTP208 - Havanur Circle,12.98742808387097,77.5374445548387,2023-12-13 08:26:46+05:30,2023-12-15 07:28:46+05:30
589,BTP010 - Rajajinagar Entrance,31,61.0,1.967741935483871,29,CAR,Rajajinagar,BTP010 - Rajajinagar Entrance,12.985633374193549,77.56007472580647,2023-12-13 05:47:46+05:30,2023-12-16 11:23:46+05:30
574,POLICE_STATION::Bellandur,31,60.0,1.935483870967742,31,CAR,Bellandur,No Junction,12.920921317691235,77.66547566230389,2023-12-10 05:53:46+05:30,2023-12-20 14:32:46+05:30
195,POLICE_STATION::Banaswadi,31,59.0,1.903225806451613,31,SCOOTER,Banaswadi,No Junction,13.022619385204939,77.63775712277322,2024-01-27 09:58:46+05:30,2024-01-29 14:46:46+05:30
580,POLICE_STATION::Yeshwanthpura,31,54.0,1.7419354838709677,31,CAR,Yeshwanthpura,No Junction,13.028964932258063,77.53958440322582,2023-12-15 10:48:46+05:30,2023-12-23 02:13:46+05:30
160,POLICE_STATION::Mahadevapura,31,51.0,1.6451612903225807,30,PASSENGER AUTO,Mahadevapura,No Junction,12.995216078381937,77.69672903879511,2024-03-09 11:55:46+05:30,2024-03-11 13:43:46+05:30
498,"BTP001 - 10th Cross, Dr. Rajkumar Road",31,51.0,1.6451612903225807,26,SCOOTER,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",13.00439274516129,77.5533516096774,2023-11-11 06:25:46+05:30,2023-11-17 11:39:46+05:30
512,BTP184 - Lalbagh West Gate,31,50.0,1.6129032258064515,31,SCOOTER,City Market,BTP184 - Lalbagh West Gate,12.948309722580648,77.58003117419355,2023-11-11 10:23:46+05:30,2023-11-19 05:34:46+05:30
647,BTP068 - Veeresh Theatre Junction,31,49.0,1.5806451612903225,30,SCOOTER,Magadi Road,BTP068 - Veeresh Theatre Junction,12.977920829032255,77.5443857870968,2023-12-22 05:47:46+05:30,2023-12-30 11:58:46+05:30
