ccs_rank,st_dbscan_cluster_id,cluster_label,cluster_label_display,risk_band,ccs_score,ccs_raw_product,delay_minutes_per_vehicle,lambda_hr_peak_window,lambda_hr_peak_hour,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,capacity_loss_pct,base_capacity_pcu_hr,effective_capacity_pcu_hr,junction_degree,betweenness_centrality,growth_pct_change,growth_multiplier,criticality_factor,road_class,lane_count,carriageway_width_m,link_length_m,dominant_vehicle_type,dominant_violation_tag,records_total,distinct_days,unique_vehicles,unique_vehicle_types,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,geometry_source,mappls_address,priority_message,physical_hotspot_key
429,392,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 392),Moderate,0.7422493699105943,0.007422493699105943,60.0,0.0264150943396226,2.333333333333333,94.4,0.635593220338983,0.0415597483622856,0.0043538783996185,5700.0,5675.18289312317,4,0.0001106748624115,0.0,1.0,1.2364475104088495,primary,3,10.5,72.55364064850811,MOTOR CYCLE,['WRONG PARKING'],25,3,25,5,0,0,osmnx,,POLICE_STATION::Bellandur (Cluster 392) | Moderate | CCS=0.742,POLICE_STATION::BELLANDUR|12.90696|77.6961
430,706,POLICE_STATION::Byatarayanapura,POLICE_STATION::Byatarayanapura (Cluster 706),Moderate,0.7418644371855779,0.007418644371855779,60.0,0.0320754716981132,8.5,94.4,0.635593220338983,0.0504654087256325,0.0067540171069521,3600.0,3575.6855384159658,4,0.0065858784147988,0.0,1.0,1.279345954206569,secondary,2,7.0,363.8594907712813,SCOOTER,['WRONG PARKING'],19,2,19,4,0,0,osmnx,,POLICE_STATION::Byatarayanapura (Cluster 706) | Moderate | CCS=0.742,POLICE_STATION::BYATARAYANAPURA|12.93597|77.51834
431,114,"BTP115 - Sahasra Hospital, Jayanagar","BTP115 - Sahasra Hospital, Jayanagar (Cluster 114)",Moderate,0.7371957995262121,0.00737195799526212,60.0,0.0283018867924528,1.1428571428571428,94.4,0.635593220338983,0.0445283018167345,0.0069177897458014,3800.0,3773.712398966948,3,0.0260853795878364,-0.31578947366759,1.0,1.3299593842206898,primary,2,7.0,97.50217798588945,SCOOTER,['NO PARKING'],32,7,32,4,0,0,osmnx,,"BTP115 - Sahasra Hospital, Jayanagar (Cluster 114) | Moderate | CCS=0.737","BTP115 - SAHASRA HOSPITAL, JAYANAGAR|12.91731|77.57345"
432,390,BTP155 - Katriguppe Junction,BTP155 - Katriguppe Junction (Cluster 390),Moderate,0.7369466147153796,0.007369466147153796,47.03384250215504,0.020754716981132,1.6,47.0,1.2765957446536895,0.0162578616228307,0.0023806154518515,3600.0,3591.429784374332,4,0.0169924371626895,-0.3225806451508844,1.0,1.3482897599050736,secondary,2,7.0,224.11303954489853,SCOOTER,['NO PARKING'],52,5,49,3,3,0,osmnx,,BTP155 - Katriguppe Junction (Cluster 390) | Moderate | CCS=0.737,BTP155 - KATRIGUPPE JUNCTION|12.92667|77.55075
433,311,POLICE_STATION::Thalagattapura,POLICE_STATION::Thalagattapura (Cluster 311),Moderate,0.7363005867736998,0.007363005867736998,60.0,0.0452830188679245,3.0,94.4,0.635593220338983,0.0712452829067753,0.0110502887760343,4200.0,4153.588787141645,4,0.0001901972773633,-0.8,1.0,1.2369743491129719,trunk,2,7.0,183.2528104333735,SCOOTER,['NO PARKING'],28,5,28,5,0,0,osmnx,,POLICE_STATION::Thalagattapura (Cluster 311) | Moderate | CCS=0.736,POLICE_STATION::THALAGATTAPURA|12.88868|77.56265
434,200,POLICE_STATION::Magadi Road,POLICE_STATION::Magadi Road (Cluster 200),Moderate,0.7315693368537172,0.007315693368537172,60.0,0.030188679245283,2.25,94.4,0.635593220338983,0.0474968552711835,0.0067529542521692,3400.0,3377.039955543618,5,0.0035428507061075,-0.4999999999642857,1.0,1.337757220683827,tertiary,2,7.0,22.212287651320125,SCOOTER,['NO PARKING'],21,4,21,5,0,0,osmnx,,POLICE_STATION::Magadi Road (Cluster 200) | Moderate | CCS=0.732,POLICE_STATION::MAGADI ROAD|12.96419|77.55122
435,541,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 541),Moderate,0.7298649670120714,0.007298649670120713,60.0,0.030188679245283,2.5,94.4,0.635593220338983,0.0474968552711835,0.0070222108015035,5700.0,5659.973398432423,4,0.0217794870126453,0.0,1.0,1.3800041279992625,primary,3,10.5,20.891134369647325,PASSENGER AUTO,['NO PARKING'],21,4,21,5,0,0,osmnx,,POLICE_STATION::Mahadevapura (Cluster 541) | Moderate | CCS=0.73,POLICE_STATION::MAHADEVAPURA|12.99517|77.69717
436,163,BTP171 - Indian Express (Balekundri),BTP171 - Indian Express (Balekundri) (Cluster 163),Moderate,0.7273445369389941,0.007273445369389941,60.0,0.030188679245283,13.0,94.4,0.635593220338983,0.0474968552711835,0.0124255166007476,3000.0,2962.723450198745,4,0.0292192578741922,0.0,1.0,1.4292928630312778,residential,2,7.0,159.23620036229667,CAR,['WRONG PARKING'],16,1,16,3,0,0,osmnx,,BTP171 - Indian Express (Balekundri) (Cluster 163) | Moderate | CCS=0.727,BTP171 - INDIAN EXPRESS (BALEKUNDRI)|12.98839|77.5987
437,43,BTP205 - Modi Hospital Junction,BTP205 - Modi Hospital Junction (Cluster 43),Moderate,0.7267712329271061,0.007267712329271061,60.0,0.0339622641509433,1.0,94.4,0.635593220338983,0.0534339621800815,0.0110581481564262,3600.0,3560.1906666378545,2,0.0,-0.1499999999925,1.0,1.0785714285602042,secondary,2,7.0,263.16327409784355,CAR,['WRONG PARKING'],37,8,36,6,1,0,osmnx,,BTP205 - Modi Hospital Junction (Cluster 43) | Moderate | CCS=0.727,BTP205 - MODI HOSPITAL JUNCTION|12.99774|77.54434
438,234,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 234),Moderate,0.7254946986625858,0.007254946986625857,42.57952369229359,0.0094339622641509,0.6666666666666666,42.5,1.4117647058491352,0.0066823899325307,0.0011606428857277,6300.0,6292.687949820915,3,0.0065886782731965,-0.8,1.0,1.2007930748034907,trunk,3,10.5,124.05465799458295,MAXI-CAB,['WRONG PARKING'],97,6,94,5,2,0,osmnx,,POLICE_STATION::Bellandur (Cluster 234) | Moderate | CCS=0.725,POLICE_STATION::BELLANDUR|12.92759|77.67994
439,593,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 593),Moderate,0.7231553819355369,0.007231553819355368,60.0,0.0150943396226415,1.0,94.4,0.635593220338983,0.0237484276355917,0.0037590368312182,3400.0,3387.219274774854,7,0.0295514433728291,-0.8,1.0,1.6672078889401163,tertiary,2,7.0,97.92596794732184,SCOOTER,['WRONG PARKING'],25,4,25,4,0,0,osmnx,,POLICE_STATION::Yeshwanthpura (Cluster 593) | Moderate | CCS=0.723,POLICE_STATION::YESHWANTHPURA|13.01916|77.55794
440,66,"BTP022 - Marenahalli Junction, Vijayanagar","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 66)",Moderate,0.717629732729222,0.00717629732729222,60.0,0.0339622641509433,2.75,94.4,0.635593220338983,0.0534339621800815,0.0082822641370211,3400.0,3371.84030193512,4,0.0065319730950723,0.0,1.0,1.2789888296297158,tertiary,2,7.0,72.93358933738398,SCOOTER,['WRONG PARKING'],20,4,20,4,0,0,osmnx,,"BTP022 - Marenahalli Junction, Vijayanagar (Cluster 66) | Moderate | CCS=0.718","BTP022 - MARENAHALLI JUNCTION, VIJAYANAGAR|12.96847|77.53703"
441,747,POLICE_STATION::Shivajinagar,POLICE_STATION::Shivajinagar (Cluster 747),Moderate,0.7153675208857111,0.00715367520885711,60.0,0.0377358490566037,9.0,94.4,0.635593220338983,0.0593710690889794,0.0153924993915136,3600.0,3544.5870021915352,3,0.0047080745337714,0.0,1.0,1.188334011058419,secondary,2,7.0,112.66923840750584,CAR,['NO PARKING'],27,1,27,4,0,0,osmnx,,POLICE_STATION::Shivajinagar (Cluster 747) | Moderate | CCS=0.715,POLICE_STATION::SHIVAJINAGAR|12.98049|77.61424
442,93,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 93),Moderate,0.7109947908783414,0.007109947908783414,60.0,0.030188679245283,3.25,94.4,0.635593220338983,0.0474968552711835,0.0085946690484267,5700.0,5651.01038642496,4,0.0016754095193797,-0.1666666666527777,1.0,1.2468139307379134,primary,3,10.5,231.14020167417016,CAR,['WRONG PARKING'],22,4,22,2,0,0,osmnx,,POLICE_STATION::Bellandur (Cluster 93) | Moderate | CCS=0.711,POLICE_STATION::BELLANDUR|12.90989|77.68687
443,113,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 113),Moderate,0.7079864788084039,0.007079864788084039,60.0,0.0415094339622641,4.666666666666667,94.4,0.635593220338983,0.0653081759978774,0.0092297779333755,3300.0,3269.5417328208514,3,0.0169317735640719,0.0,1.0,1.2693164329404703,unclassified,2,7.0,37.2838595266391,SCOOTER,['NO PARKING'],28,3,27,3,1,0,osmnx,,POLICE_STATION::Jeevanbheemanagar (Cluster 113) | Moderate | CCS=0.708,POLICE_STATION::JEEVANBHEEMANAGAR|12.97172|77.6581
444,695,BTP048 - Shanthala Junction,BTP048 - Shanthala Junction (Cluster 695),Moderate,0.7078652927369122,0.007078652927369123,60.0,0.020754716981132,2.333333333333333,94.4,0.635593220338983,0.0326540879989387,0.0076637145295295,3800.0,3770.87788478878,4,0.0319701026588257,0.0,1.0,1.447517303303328,primary,2,7.0,515.5257102177723,PASSENGER AUTO,['NO PARKING'],35,3,35,3,0,0,osmnx,,BTP048 - Shanthala Junction (Cluster 695) | Moderate | CCS=0.708,BTP048 - SHANTHALA JUNCTION|12.97732|77.57076
445,300,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 300),Moderate,0.7077655256681983,0.0070776552566819825,60.0,0.0264150943396226,2.4,94.4,0.635593220338983,0.0415597483622856,0.0056617628199879,6300.0,6264.33089423507,4,0.022796447074351,0.0,1.0,1.386741523001389,trunk,3,10.5,215.7089489932688,CAR,"['NO PARKING', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'PARKING IN A MAIN ROAD']",23,5,22,6,1,0,osmnx,,POLICE_STATION::Yeshwanthpura (Cluster 300) | Moderate | CCS=0.708,POLICE_STATION::YESHWANTHPURA|13.03065|77.53627
446,51,POLICE_STATION::Kodigehalli,POLICE_STATION::Kodigehalli (Cluster 51),Moderate,0.7051111929516242,0.007051111929516241,60.0,0.0169811320754716,0.6666666666666666,94.4,0.635593220338983,0.0267169810900407,0.0070154793875979,3000.0,2978.953561838199,8,0.0089386605727476,-0.59999999996,1.0,1.6092189302769895,residential,2,7.0,76.30325596414883,CAR,['WRONG PARKING'],21,6,16,5,3,0,osmnx,,POLICE_STATION::Kodigehalli (Cluster 51) | Moderate | CCS=0.705,POLICE_STATION::KODIGEHALLI|13.02715|77.57871
447,317,BTP172 - Nanjappa Circle,BTP172 - Nanjappa Circle (Cluster 317),Moderate,0.7050021732646863,0.007050021732646863,60.0,0.0490566037735849,26.0,94.4,0.635593220338983,0.0771823898156733,0.0096690026791541,3000.0,2970.992991963528,4,0.0004316287451771,0.0,1.0,1.2385738407998692,residential,2,7.0,38.85772396087328,SCOOTER,['NO PARKING'],26,1,26,3,0,0,osmnx,,BTP172 - Nanjappa Circle (Cluster 317) | Moderate | CCS=0.705,BTP172 - NANJAPPA CIRCLE|12.96188|77.59875
448,313,"BTP204 - ESI Hospital, Rajajinagar","BTP204 - ESI Hospital, Rajajinagar (Cluster 313)",Moderate,0.7038226857608079,0.007038226857608078,60.0,0.0132075471698113,1.75,94.4,0.635593220338983,0.0207798741811428,0.0033863498663659,3400.0,3388.486410455352,6,0.0010770765615559,0.0,1.0,1.399992811659602,tertiary,2,7.0,206.29454556621604,SCOOTER,['WRONG PARKING'],27,4,26,5,1,0,osmnx,,"BTP204 - ESI Hospital, Rajajinagar (Cluster 313) | Moderate | CCS=0.704","BTP204 - ESI HOSPITAL, RAJAJINAGAR|12.98995|77.5538"
449,566,BTP218 - Syndicate Bank Junction,BTP218 - Syndicate Bank Junction (Cluster 566),Moderate,0.7027959232653349,0.007027959232653349,60.0,0.0150943396226415,1.2,94.4,0.635593220338983,0.0237484276355917,0.0031431742457702,3000.0,2990.570477263686,4,0.0034365526338349,0.0,1.0,1.2584815637789384,residential,2,7.0,261.0897943765617,SCOOTER,['WRONG PARKING'],34,5,34,3,0,0,osmnx,,BTP218 - Syndicate Bank Junction (Cluster 566) | Moderate | CCS=0.703,BTP218 - SYNDICATE BANK JUNCTION|12.93752|77.58474
450,122,POLICE_STATION::Sadashivanagar,POLICE_STATION::Sadashivanagar (Cluster 122),Moderate,0.7022812065286477,0.0070228120652864766,60.0,0.0358490566037735,2.5,94.4,0.635593220338983,0.0564025156345304,0.0069294519201548,3000.0,2979.2116442405286,4,0.000186914684759,-0.8,1.0,1.2369526018253065,residential,2,7.0,33.69681982933375,SCOOTER,['NO PARKING'],30,4,29,3,1,0,osmnx,,POLICE_STATION::Sadashivanagar (Cluster 122) | Moderate | CCS=0.702,POLICE_STATION::SADASHIVANAGAR|13.02904|77.57088
451,327,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 327),Moderate,0.7019018659821096,0.0070190186598210955,60.0,0.0113207547169811,1.6666666666666667,94.4,0.635593220338983,0.0178113207266938,0.004734061561185,3400.0,3383.904190692966,4,0.0075001448196405,0.0,1.0,1.2854030002387027,tertiary,2,7.0,401.6178028193282,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",38,3,38,2,0,0,osmnx,,POLICE_STATION::HAL Old Airport (Cluster 327) | Moderate | CCS=0.702,POLICE_STATION::HAL OLD AIRPORT|12.9428|77.69709
452,513,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 513),Moderate,0.6999283033632044,0.0069992830336320444,60.0,0.030188679245283,1.3333333333333333,94.4,0.635593220338983,0.0474968552711835,0.0098922021869204,3600.0,3564.3880721280766,4,7.286068290195405e-05,0.0,1.0,1.2361969901832963,secondary,2,7.0,296.6390245631038,CAR,['WRONG PARKING'],19,6,19,5,0,0,osmnx,,POLICE_STATION::Bellandur (Cluster 513) | Moderate | CCS=0.7,POLICE_STATION::BELLANDUR|12.90365|77.70414
453,180,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 180),Moderate,0.6985937430830557,0.006985937430830556,60.0,0.0132075471698113,1.6666666666666667,94.4,0.635593220338983,0.0207798741811428,0.0047420738511787,3800.0,3781.980119366516,4,0.0003117819328419,0.0,1.0,1.2377798515913907,primary,2,7.0,271.7281893582682,CAR,['WRONG PARKING'],39,3,39,5,0,0,osmnx,,POLICE_STATION::HAL Old Airport (Cluster 180) | Moderate | CCS=0.699,POLICE_STATION::HAL OLD AIRPORT|12.96417|77.71797
454,153,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 153),Moderate,0.6982723098788387,0.006982723098788387,60.0,0.0377358490566037,4.5,94.4,0.635593220338983,0.0593710690889794,0.0091412598428282,3600.0,3567.091464566809,5,0.0001159527564027,-0.4999999999722222,1.0,1.3150539051962804,secondary,2,7.0,46.72125457986109,SCOOTER,['NO PARKING'],27,4,27,3,0,0,osmnx,,POLICE_STATION::Yelahanka (Cluster 153) | Moderate | CCS=0.698,POLICE_STATION::YELAHANKA|13.0997|77.58868
455,533,BTP225 - Geetha Junction,BTP225 - Geetha Junction (Cluster 533),Moderate,0.6981304851995057,0.006981304851995058,60.0,0.0377358490566037,1.5,94.4,0.635593220338983,0.0593710690889794,0.0099894179726043,3000.0,2970.031746083177,3,0.0020104914232556,-0.5789473683905817,1.0,1.1704624311891692,residential,2,7.0,155.22079840980356,SCOOTER,['NO PARKING'],27,6,27,4,0,0,osmnx,,BTP225 - Geetha Junction (Cluster 533) | Moderate | CCS=0.698,BTP225 - GEETHA JUNCTION|12.92835|77.58579
456,212,POLICE_STATION::Malleshwaram,POLICE_STATION::Malleshwaram (Cluster 212),Moderate,0.6970793532338494,0.006970793532338494,60.0,0.0245283018867924,2.6666666666666665,94.4,0.635593220338983,0.0385911949078366,0.0074425875885665,3800.0,3771.71816716444,6,0.0003807163775309,-0.588235294083045,1.0,1.3953794017527656,primary,2,7.0,107.33475625307808,CAR,['NO PARKING'],24,3,24,2,0,0,osmnx,,POLICE_STATION::Malleshwaram (Cluster 212) | Moderate | CCS=0.697,POLICE_STATION::MALLESHWARAM|13.00588|77.56903
457,759,POLICE_STATION::Electronic City,POLICE_STATION::Electronic City (Cluster 759),Moderate,0.6956706838075135,0.006956706838075135,60.0,0.030188679245283,3.25,94.4,0.635593220338983,0.0474968552711835,0.0100980709093786,4400.0,4355.568487999724,2,0.0,0.0,1.0,1.0785714285602042,motorway,2,7.0,16.10467662286898,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",34,4,33,10,1,0,osmnx,,POLICE_STATION::Electronic City (Cluster 759) | Moderate | CCS=0.696,POLICE_STATION::ELECTRONIC CITY|12.85516|77.66472
458,150,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 150),Moderate,0.6932356279009835,0.006932356279009835,60.0,0.030188679245283,8.0,94.4,0.635593220338983,0.0474968552711835,0.0073022376124084,3000.0,2978.0932871637674,4,3.179609306852058e-05,0.0,1.0,1.23592493587878,residential,2,7.0,279.636773096363,SCOOTER,['WRONG PARKING'],21,2,21,5,0,0,osmnx,,BTP023 - Mahalaxmi Layout Entrance (Cluster 150) | Moderate | CCS=0.693,BTP023 - MAHALAXMI LAYOUT ENTRANCE|13.00833|77.54864
459,198,POLICE_STATION::Electronic City,POLICE_STATION::Electronic City (Cluster 198),Moderate,0.6923269216075834,0.0069232692160758336,60.0,0.0339622641509433,17.0,94.4,0.635593220338983,0.0534339621800815,0.0077606468872815,3000.0,2976.718059339148,4,6.436456086745057e-06,0.0,1.0,1.235756927421132,residential,2,7.0,30.35239789502993,SCOOTER,['WRONG PARKING'],18,1,18,4,0,0,osmnx,,POLICE_STATION::Electronic City (Cluster 198) | Moderate | CCS=0.692,POLICE_STATION::ELECTRONIC CITY|12.84168|77.64701
460,537,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 537),Moderate,0.6918662388192935,0.006918662388192935,60.0,0.0283018867924528,2.75,94.4,0.635593220338983,0.0445283018167345,0.004594189869701,6300.0,6271.056603821879,3,0.0089042255326835,0.0,1.0,1.216133654164188,trunk,3,10.5,215.7089489932688,MOTOR CYCLE,['WRONG PARKING'],18,4,18,4,0,0,osmnx,,POLICE_STATION::Yeshwanthpura (Cluster 537) | Moderate | CCS=0.692,POLICE_STATION::YESHWANTHPURA|13.03078|77.53599
461,403,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 403),Moderate,0.6908059104128155,0.006908059104128155,60.0,0.0320754716981132,13.0,94.4,0.635593220338983,0.0504654087256325,0.0072748835948048,3000.0,2978.175349216578,4,0.0029934669968233,0.0,1.0,1.2555461063615556,residential,2,7.0,52.11999199358087,SCOOTER,['NO PARKING'],22,1,22,4,0,0,osmnx,,POLICE_STATION::Sheshadripuram (Cluster 403) | Moderate | CCS=0.691,POLICE_STATION::SHESHADRIPURAM|12.99632|77.56307
462,542,"BTP179 - 9th Block, 28th Main, Jayanagar","BTP179 - 9th Block, 28th Main, Jayanagar (Cluster 542)",Moderate,0.6907885411361717,0.006907885411361717,60.0,0.0150943396226415,1.6666666666666667,94.4,0.635593220338983,0.0237484276355917,0.004410422274883,3000.0,2986.7687331763464,4,0.0055852025869925,-0.705882352899654,1.0,1.272716442807957,residential,2,7.0,230.7047532291532,CAR,"['NO PARKING', 'WRONG PARKING', 'PARKING IN A MAIN ROAD']",22,3,22,6,0,0,osmnx,,"BTP179 - 9th Block, 28th Main, Jayanagar (Cluster 542) | Moderate | CCS=0.691","BTP179 - 9TH BLOCK, 28TH MAIN, JAYANAGAR|12.91705|77.59593"
463,708,BTP130 - GD Mara Junction,BTP130 - GD Mara Junction (Cluster 708),Moderate,0.6873194910514838,0.006873194910514838,60.0,0.0433962264150943,12.0,94.4,0.635593220338983,0.0682767294523263,0.0055130278436096,6300.0,6265.267924586255,3,0.0278230940021358,0.0,1.0,1.3414718013262226,trunk,3,10.5,127.80253117282206,SCOOTER,['NO PARKING'],23,1,23,3,0,0,osmnx,,BTP130 - GD Mara Junction (Cluster 708) | Moderate | CCS=0.687,BTP130 - GD MARA JUNCTION|12.90773|77.60076
464,210,BTP135 - UCO Bank Junction,BTP135 - UCO Bank Junction (Cluster 210),Moderate,0.6868989411648856,0.006868989411648856,60.0,0.0377358490566037,6.333333333333333,94.4,0.635593220338983,0.0593710690889794,0.0095637140837016,3400.0,3367.483372116405,4,0.000179866765344,0.0,1.0,1.2369059091194372,tertiary,2,7.0,116.60242350488782,SCOOTER,['NO PARKING'],29,3,29,4,0,0,osmnx,,BTP135 - UCO Bank Junction (Cluster 210) | Moderate | CCS=0.687,BTP135 - UCO BANK JUNCTION|12.93502|77.61592
465,598,BTP017 - Attiguppe Circle,BTP017 - Attiguppe Circle (Cluster 598),Moderate,0.6864507192156707,0.006864507192156707,16.009712347456198,0.0528301886792452,19.0,16.0,3.749999999765625,0.0140880503115891,0.0017178796044086,3000.0,2994.8463611877723,6,0.0008411160814158,0.0,1.0,1.3984295654521464,residential,2,7.0,188.67992323054645,MOTOR CYCLE,['WRONG PARKING'],28,1,27,2,1,0,osmnx,,BTP017 - Attiguppe Circle (Cluster 598) | Moderate | CCS=0.686,BTP017 - ATTIGUPPE CIRCLE|12.96074|77.52868
466,159,POLICE_STATION::Jalahalli,POLICE_STATION::Jalahalli (Cluster 159),Moderate,0.6852681625957566,0.006852681625957566,60.0,0.0283018867924528,7.5,94.4,0.635593220338983,0.0445283018167345,0.0052706969492755,3400.0,3382.079630373458,6,0.0026258809897093,0.0,1.0,1.410253693680879,tertiary,2,7.0,710.2869173095183,SCOOTER,['NO PARKING'],21,2,19,2,2,0,osmnx,,POLICE_STATION::Jalahalli (Cluster 159) | Moderate | CCS=0.685,POLICE_STATION::JALAHALLI|13.05047|77.52552
467,320,BTP053 - Three Let Junction,BTP053 - Three Let Junction (Cluster 320),Moderate,0.6845991093811219,0.006845991093811219,60.0,0.0283018867924528,7.5,94.4,0.635593220338983,0.0445283018167345,0.0098386343050432,3600.0,3564.5809165028345,5,0.0090427380676703,-0.8,1.0,1.3741941615405826,secondary,2,7.0,58.98332534282063,PASSENGER AUTO,['WRONG PARKING'],15,2,15,2,0,0,osmnx,,BTP053 - Three Let Junction (Cluster 320) | Moderate | CCS=0.685,BTP053 - THREE LET JUNCTION|12.9844|77.58233
468,661,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 661),Moderate,0.6795013877379306,0.006795013877379305,60.0,0.030188679245283,3.333333333333333,94.4,0.635593220338983,0.0474968552711835,0.0055878653255548,3000.0,2983.2364040243297,4,3.179609306852058e-05,0.0,1.0,1.23592493587878,residential,2,7.0,279.636773096363,SCOOTER,['WRONG PARKING'],17,3,17,2,0,0,osmnx,,BTP023 - Mahalaxmi Layout Entrance (Cluster 661) | Moderate | CCS=0.68,BTP023 - MAHALAXMI LAYOUT ENTRANCE|13.00811|77.54847
469,173,BTP010 - Rajajinagar Entrance,BTP010 - Rajajinagar Entrance (Cluster 173),Moderate,0.6775028638619215,0.006775028638619215,60.0,0.0226415094339622,2.0,94.4,0.635593220338983,0.0356226414533876,0.0052971330468644,3000.0,2984.1086008604016,4,0.0107690599546961,0.0,1.0,1.3070596742051908,residential,2,7.0,48.54195245390344,MOTOR CYCLE,['NO PARKING'],22,2,22,3,0,0,osmnx,,BTP010 - Rajajinagar Entrance (Cluster 173) | Moderate | CCS=0.678,BTP010 - RAJAJINAGAR ENTRANCE|12.98457|77.56009
470,631,POLICE_STATION::K.R. Pura,POLICE_STATION::K.R. Pura (Cluster 631),Moderate,0.6753889232025829,0.006753889232025829,60.0,0.0226415094339622,4.0,94.4,0.635593220338983,0.0356226414533876,0.0057568733058155,3000.0,2982.729380083548,6,0.0,0.0,1.0,1.3928571428010206,residential,2,7.0,203.3572081606174,MOTOR CYCLE,['NO PARKING'],16,3,16,4,0,0,osmnx,,POLICE_STATION::K.R. Pura (Cluster 631) | Moderate | CCS=0.675,POLICE_STATION::K.R. PURA|13.05436|77.76236
471,561,POLICE_STATION::Peenya,POLICE_STATION::Peenya (Cluster 561),Moderate,0.6751297868306502,0.006751297868306502,60.0,0.0094339622641509,0.2857142857142857,94.4,0.635593220338983,0.0148427672722448,0.0033784965502834,4400.0,4385.13461517975,4,0.0072468380903466,-0.8,1.0,1.283724834540546,motorway,2,7.0,4532.218137548263,PASSENGER AUTO,['WRONG PARKING'],45,7,45,10,0,0,osmnx,,POLICE_STATION::Peenya (Cluster 561) | Moderate | CCS=0.675,POLICE_STATION::PEENYA|13.03988|77.51845
472,201,POLICE_STATION::Peenya,POLICE_STATION::Peenya (Cluster 201),Moderate,0.6738116617678968,0.006738116617678968,60.0,0.030188679245283,16.0,94.4,0.635593220338983,0.0474968552711835,0.0128920035720393,3600.0,3553.5887871416453,4,0.0005654748495009,0.0,1.0,1.2394605757939778,secondary,2,7.0,149.05725384823262,CAR,['WRONG PARKING'],16,1,16,2,0,0,osmnx,,POLICE_STATION::Peenya (Cluster 201) | Moderate | CCS=0.674,POLICE_STATION::PEENYA|13.02786|77.51808
473,723,BTP208 - Havanur Circle,BTP208 - Havanur Circle (Cluster 723),Moderate,0.6735855706094326,0.006735855706094326,60.0,0.0245283018867924,0.8333333333333334,94.4,0.635593220338983,0.0385911949078366,0.0065507742610065,3600.0,3576.41721266137,6,2.3171241912282204e-05,-0.8,1.0,1.3930106530668918,secondary,2,7.0,197.88488394760452,SCOOTER,['WRONG PARKING'],17,6,16,2,1,0,osmnx,,BTP208 - Havanur Circle (Cluster 723) | Moderate | CCS=0.674,BTP208 - HAVANUR CIRCLE|12.98852|77.53773
474,276,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 276),Moderate,0.6730058901771818,0.006730058901771818,3.722593594686595,0.0584905660377358,1.0,3.7142857142857135,16.153846149497042,0.0036208445649914,0.0005656624343429,3400.0,3398.076747724233,6,0.000121616837759,-0.0568181818168905,1.0,1.3936628584881416,tertiary,2,7.0,68.08542754622567,SCOOTER,['NO PARKING'],171,16,159,10,11,0,osmnx,,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 276) | Moderate | CCS=0.673,POLICE_STATION::PULIKESHINAGAR(F.TOWN)|12.9959|77.61324
475,629,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 629),Moderate,0.6713557669210061,0.006713557669210061,9.007231308872582,0.060377358490566,1.5,9.0,6.666666665925926,0.0090566037732327,0.001769655991605,3000.0,2994.691032026183,6,7.643291603009755e-05,-0.4473684210408588,1.0,1.3933635134696931,residential,2,7.0,48.971799689562665,CAR,['NO PARKING'],59,10,58,6,1,0,osmnx,,POLICE_STATION::Jeevanbheemanagar (Cluster 629) | Moderate | CCS=0.671,POLICE_STATION::JEEVANBHEEMANAGAR|12.9698|77.63991
