vehicle_number,total_violations,unique_clusters,unique_hotspots,first_seen,last_seen,dominant_vehicle_type,chronic_offender_flag
FKN00GL16472,5,2,1,2023-11-23 06:51:46+05:30,2024-01-31 08:19:46+05:30,MOTOR CYCLE,1
FKN00GL169585,5,2,1,2023-12-27 08:56:46+05:30,2024-01-21 05:53:46+05:30,SCOOTER,1
FKN00GL16967,5,2,1,2023-12-22 06:37:46+05:30,2024-01-13 10:35:46+05:30,CAR,1
FKN00GL170755,5,2,2,2023-12-29 03:56:46+05:30,2023-12-31 09:07:46+05:30,SCOOTER,1
FKN00GL17326,5,2,1,2023-11-15 08:20:46+05:30,2024-01-18 03:01:46+05:30,SCOOTER,1
FKN00GL17653,5,2,1,2024-01-12 11:50:46+05:30,2024-03-13 08:47:46+05:30,SCOOTER,1
FKN00GL18074,5,2,1,2024-01-04 06:16:46+05:30,2024-01-19 04:11:46+05:30,SCOOTER,1
FKN00GL18220,5,2,1,2023-11-15 08:23:46+05:30,2024-01-20 08:42:46+05:30,MOTOR CYCLE,1
FKN00GL18731,5,2,2,2023-12-20 01:55:46+05:30,2024-03-11 03:29:46+05:30,VAN,1
FKN00GL19672,5,2,1,2023-11-15 09:15:46+05:30,2024-01-16 09:13:46+05:30,SCOOTER,1
FKN00GL19786,5,2,2,2023-12-08 06:23:46+05:30,2024-01-04 09:03:46+05:30,SCOOTER,1
FKN00GL21720,5,2,1,2023-11-24 10:03:46+05:30,2024-03-14 10:29:46+05:30,PASSENGER AUTO,1
FKN00GL2461,5,2,1,2024-01-16 07:40:46+05:30,2024-03-16 03:04:46+05:30,MOTOR CYCLE,1
FKN00GL25810,5,2,1,2024-01-16 03:57:46+05:30,2024-01-30 10:15:46+05:30,MOTOR CYCLE,1
FKN00GL26701,5,2,1,2023-12-17 07:14:46+05:30,2024-03-13 08:12:46+05:30,MOTOR CYCLE,1
FKN00GL31179,5,2,1,2023-11-18 13:21:46+05:30,2023-12-19 08:41:46+05:30,SCOOTER,1
FKN00GL3213,5,2,1,2023-12-02 04:14:46+05:30,2024-01-31 08:42:46+05:30,MOTOR CYCLE,1
FKN00GL3288,5,2,1,2023-12-06 08:12:46+05:30,2024-01-30 06:30:46+05:30,MOTOR CYCLE,1
FKN00GL36069,5,2,3,2023-12-12 10:01:46+05:30,2024-01-21 11:25:46+05:30,CAR,1
FKN00GL40276,5,2,1,2023-11-15 12:40:46+05:30,2023-12-30 06:32:46+05:30,MOTOR CYCLE,1
FKN00GL42553,5,2,1,2023-12-22 01:54:46+05:30,2023-12-29 01:48:46+05:30,SCOOTER,1
FKN00GL4647,5,2,1,2023-11-17 09:58:46+05:30,2024-02-01 08:38:46+05:30,SCOOTER,1
FKN00GL4939,5,2,1,2023-12-06 08:10:46+05:30,2024-03-12 08:45:46+05:30,SCOOTER,1
FKN00GL49710,5,2,2,2023-11-17 10:37:46+05:30,2024-01-21 11:45:46+05:30,PASSENGER AUTO,1
FKN00GL50810,5,2,1,2023-12-16 00:44:46+05:30,2024-03-14 01:11:46+05:30,LGV,1
FKN00GL5362,5,2,1,2023-11-18 07:40:46+05:30,2024-02-01 04:45:46+05:30,CAR,1
FKN00GL5477,5,2,1,2023-11-12 00:59:46+05:30,2024-03-16 02:56:46+05:30,PASSENGER AUTO,1
FKN00GL55913,5,2,2,2023-11-23 02:37:46+05:30,2024-01-19 04:04:46+05:30,SCOOTER,1
FKN00GL63934,5,2,1,2023-11-22 23:41:46+05:30,2024-03-14 01:12:46+05:30,LGV,1
FKN00GL68649,5,2,1,2023-11-14 10:18:46+05:30,2024-01-19 04:56:46+05:30,SCOOTER,1
FKN00GL68690,5,2,1,2023-11-26 06:46:46+05:30,2024-03-11 09:01:46+05:30,SCOOTER,1
FKN00GL6954,5,2,2,2023-12-20 02:26:46+05:30,2024-01-20 07:48:46+05:30,SCOOTER,1
FKN00GL7168,5,2,1,2024-01-16 03:57:46+05:30,2024-01-30 10:15:46+05:30,SCOOTER,1
FKN00GL72851,5,2,1,2023-11-26 10:55:46+05:30,2024-01-18 14:21:46+05:30,SCOOTER,1
FKN00GL73513,5,2,1,2023-11-21 04:09:46+05:30,2023-12-14 02:32:46+05:30,SCOOTER,1
FKN00GL8131,5,2,2,2023-12-09 02:38:46+05:30,2023-12-24 05:26:46+05:30,CAR,1
FKN00GL82045,5,2,2,2023-11-26 03:50:46+05:30,2024-01-24 10:17:46+05:30,PASSENGER AUTO,1
FKN00GL9410,5,2,1,2023-12-13 10:57:46+05:30,2024-02-01 06:54:46+05:30,SCOOTER,1
FKN00GL96078,5,2,1,2023-11-18 02:39:46+05:30,2023-12-22 04:12:46+05:30,SCOOTER,1
FKN00GL9908,5,2,1,2023-11-15 08:57:46+05:30,2024-01-30 06:42:46+05:30,MOTOR CYCLE,1
FKN00GL9948,5,2,1,2023-12-01 06:24:46+05:30,2024-01-30 05:20:46+05:30,SCOOTER,1
FKN00GL0646,5,1,2,2023-11-13 11:02:46+05:30,2023-12-10 11:33:46+05:30,PASSENGER AUTO,1
FKN00GL0651,5,1,1,2023-11-12 05:20:46+05:30,2024-01-15 05:27:46+05:30,SCOOTER,1
FKN00GL1014,5,1,1,2023-11-18 05:52:46+05:30,2024-01-23 02:45:46+05:30,LGV,1
FKN00GL101785,5,1,2,2023-11-13 08:42:46+05:30,2023-11-20 09:03:46+05:30,CAR,1
FKN00GL104461,5,1,1,2024-01-02 08:35:46+05:30,2024-01-17 10:07:46+05:30,MOTOR CYCLE,1
FKN00GL108789,5,1,1,2023-11-11 08:16:46+05:30,2023-12-07 11:02:46+05:30,PASSENGER AUTO,1
FKN00GL108925,5,1,2,2023-11-23 07:56:46+05:30,2023-12-23 04:21:46+05:30,SCOOTER,1
FKN00GL10983,5,1,2,2023-11-17 05:28:46+05:30,2024-01-27 04:33:46+05:30,MOTOR CYCLE,1
FKN00GL1104,5,1,1,2023-11-30 04:16:46+05:30,2024-01-19 02:14:46+05:30,SCOOTER,1
FKN00GL110772,5,1,1,2023-11-13 02:29:46+05:30,2024-01-17 01:51:46+05:30,CAR,1
FKN00GL110935,5,1,1,2023-11-30 13:27:46+05:30,2024-01-20 03:48:46+05:30,MOTOR CYCLE,1
FKN00GL111004,5,1,2,2023-11-14 03:48:46+05:30,2023-12-27 11:48:46+05:30,SCOOTER,1
FKN00GL111268,5,1,3,2023-11-19 02:00:46+05:30,2023-12-08 03:27:46+05:30,MAXI-CAB,1
FKN00GL111310,5,1,1,2023-11-11 07:55:46+05:30,2023-12-21 08:02:46+05:30,MOTOR CYCLE,1
FKN00GL111604,5,1,1,2023-11-17 10:14:46+05:30,2023-12-22 03:47:46+05:30,SCOOTER,1
FKN00GL112043,5,1,1,2023-11-28 05:54:46+05:30,2023-12-20 03:38:46+05:30,SCOOTER,1
FKN00GL112073,5,1,1,2023-11-23 04:04:46+05:30,2023-12-30 03:43:46+05:30,SCOOTER,1
FKN00GL112607,5,1,1,2023-11-26 08:09:46+05:30,2023-12-03 05:13:46+05:30,CAR,1
FKN00GL113012,5,1,1,2023-11-12 08:32:46+05:30,2024-01-19 09:53:46+05:30,JEEP,1
FKN00GL113025,5,1,1,2023-11-12 08:29:46+05:30,2024-01-01 08:33:46+05:30,SCOOTER,1
FKN00GL113698,5,1,1,2023-11-11 08:40:46+05:30,2023-12-12 05:16:46+05:30,SCOOTER,1
FKN00GL114529,5,1,2,2023-12-06 08:10:46+05:30,2024-01-03 05:35:46+05:30,SCOOTER,1
FKN00GL11590,5,1,1,2023-11-14 06:07:46+05:30,2024-01-25 06:32:46+05:30,MOTOR CYCLE,1
FKN00GL11697,5,1,1,2023-12-30 09:31:46+05:30,2024-02-01 11:31:46+05:30,MOTOR CYCLE,1
FKN00GL117331,5,1,3,2023-11-18 09:18:46+05:30,2024-01-14 11:23:46+05:30,SCOOTER,1
FKN00GL119097,5,1,2,2023-11-18 08:09:46+05:30,2023-12-29 07:50:46+05:30,SCOOTER,1
FKN00GL119894,5,1,1,2023-11-15 10:25:46+05:30,2023-11-18 02:21:46+05:30,CAR,1
FKN00GL120195,5,1,1,2023-11-28 11:13:46+05:30,2024-01-04 11:29:46+05:30,SCOOTER,1
FKN00GL121164,5,1,2,2023-11-11 02:20:46+05:30,2023-12-13 07:12:46+05:30,CAR,1
FKN00GL121900,5,1,1,2023-11-12 05:19:46+05:30,2024-01-17 08:36:46+05:30,MOTOR CYCLE,1
FKN00GL124201,5,1,1,2023-11-12 10:00:46+05:30,2024-01-21 12:11:46+05:30,PASSENGER AUTO,1
FKN00GL126249,5,1,1,2023-11-12 00:47:46+05:30,2023-12-07 02:12:46+05:30,VAN,1
FKN00GL126913,5,1,1,2023-11-14 08:37:46+05:30,2023-12-29 09:09:46+05:30,SCOOTER,1
FKN00GL127142,5,1,1,2023-11-14 09:31:46+05:30,2024-01-06 13:07:46+05:30,SCOOTER,1
FKN00GL128711,5,1,1,2023-12-03 09:16:46+05:30,2024-01-21 08:32:46+05:30,MOTOR CYCLE,1
FKN00GL129217,5,1,1,2023-11-15 10:47:46+05:30,2023-11-23 11:30:46+05:30,SCOOTER,1
FKN00GL130164,5,1,1,2023-11-16 01:21:46+05:30,2023-11-18 01:47:46+05:30,CAR,1
FKN00GL131506,5,1,1,2023-11-17 05:40:46+05:30,2024-01-14 08:07:46+05:30,SCOOTER,1
FKN00GL132057,5,1,1,2023-11-15 05:54:46+05:30,2023-11-26 04:38:46+05:30,MOTOR CYCLE,1
FKN00GL132500,5,1,1,2023-11-16 09:03:46+05:30,2024-01-15 05:09:46+05:30,SCOOTER,1
FKN00GL13296,5,1,1,2023-12-04 01:42:46+05:30,2024-01-25 00:54:46+05:30,CAR,1
FKN00GL133921,5,1,3,2023-11-17 00:53:46+05:30,2023-12-12 01:57:46+05:30,CAR,1
FKN00GL136013,5,1,1,2023-11-17 09:39:46+05:30,2023-12-31 05:44:46+05:30,SCOOTER,1
FKN00GL13758,5,1,1,2024-01-10 05:21:46+05:30,2024-01-29 08:07:46+05:30,SCOOTER,1
FKN00GL14127,5,1,2,2023-12-05 10:46:46+05:30,2024-01-24 10:15:46+05:30,PASSENGER AUTO,1
FKN00GL141429,5,1,1,2023-12-10 03:07:46+05:30,2024-01-21 11:02:46+05:30,LGV,1
FKN00GL141825,5,1,2,2023-12-20 03:13:46+05:30,2024-01-06 03:38:46+05:30,SCOOTER,1
FKN00GL14415,5,1,2,2023-12-12 01:59:46+05:30,2024-01-03 00:59:46+05:30,LGV,1
FKN00GL146021,5,1,1,2023-12-12 04:52:46+05:30,2024-01-11 04:24:46+05:30,SCOOTER,1
FKN00GL147938,5,1,1,2023-11-30 01:27:46+05:30,2023-12-23 05:08:46+05:30,MOTOR CYCLE,1
FKN00GL150287,5,1,1,2023-11-23 06:35:46+05:30,2023-12-19 07:57:46+05:30,SCOOTER,1
FKN00GL15100,5,1,2,2023-12-22 06:08:46+05:30,2024-01-27 12:40:46+05:30,SCOOTER,1
FKN00GL15108,5,1,3,2023-11-21 06:44:46+05:30,2024-01-23 09:08:46+05:30,LGV,1
FKN00GL15155,5,1,1,2023-12-13 09:11:46+05:30,2024-01-23 08:21:46+05:30,SCOOTER,1
FKN00GL15168,5,1,1,2023-11-28 09:05:46+05:30,2024-01-23 08:08:46+05:30,SCOOTER,1
FKN00GL15468,5,1,1,2023-12-07 02:39:46+05:30,2024-01-23 03:52:46+05:30,PASSENGER AUTO,1
FKN00GL1578,5,1,1,2023-11-13 09:00:46+05:30,2024-01-24 10:50:46+05:30,SCOOTER,1
FKN00GL16020,5,1,2,2023-12-12 04:47:46+05:30,2024-01-19 02:32:46+05:30,LGV,1
FKN00GL160383,5,1,1,2023-12-20 02:48:46+05:30,2023-12-30 01:20:46+05:30,SCOOTER,1
FKN00GL1648,5,1,1,2023-11-19 11:45:46+05:30,2023-11-25 11:08:46+05:30,SCOOTER,1
FKN00GL16943,5,1,2,2024-01-11 12:39:46+05:30,2024-01-22 11:35:46+05:30,SCOOTER,1
FKN00GL169580,5,1,1,2023-12-27 04:31:46+05:30,2023-12-31 08:13:46+05:30,MOTOR CYCLE,1
FKN00GL169752,5,1,1,2023-12-28 01:15:46+05:30,2023-12-30 08:00:46+05:30,CAR,1
FKN00GL17173,5,1,1,2023-11-12 09:38:46+05:30,2024-01-13 07:20:46+05:30,SCOOTER,1
FKN00GL17413,5,1,2,2024-01-10 05:24:46+05:30,2024-01-17 10:38:46+05:30,CAR,1
FKN00GL17738,5,1,1,2024-01-06 03:54:46+05:30,2024-01-19 05:20:46+05:30,MOTOR CYCLE,1
FKN00GL17742,5,1,2,2023-11-20 09:08:46+05:30,2024-01-12 10:42:46+05:30,PASSENGER AUTO,1
FKN00GL17867,5,1,1,2023-11-22 11:05:46+05:30,2024-01-24 10:28:46+05:30,CAR,1
FKN00GL17912,5,1,1,2023-11-25 03:45:46+05:30,2024-01-12 08:47:46+05:30,PASSENGER AUTO,1
FKN00GL18073,5,1,1,2023-11-12 11:17:46+05:30,2024-01-12 05:21:46+05:30,LGV,1
FKN00GL182262,5,1,1,2024-01-06 07:50:46+05:30,2024-01-07 08:18:46+05:30,CAR,1
FKN00GL18466,5,1,1,2023-12-28 08:14:46+05:30,2024-01-16 11:15:46+05:30,PASSENGER AUTO,1
FKN00GL18500,5,1,1,2023-11-28 09:05:46+05:30,2024-01-11 07:11:46+05:30,MOTOR CYCLE,1
FKN00GL18535,5,1,1,2023-11-23 10:34:46+05:30,2024-01-11 06:29:46+05:30,LGV,1
FKN00GL18967,5,1,2,2023-11-12 01:03:46+05:30,2024-01-10 10:07:46+05:30,PASSENGER AUTO,1
FKN00GL19337,5,1,1,2024-01-04 08:35:46+05:30,2024-01-19 09:56:46+05:30,SCOOTER,1
FKN00GL20654,5,1,2,2023-11-16 00:58:46+05:30,2023-11-21 01:12:46+05:30,CAR,1
FKN00GL21328,5,1,2,2023-11-17 11:42:46+05:30,2024-01-30 08:51:46+05:30,SCOOTER,1
FKN00GL24261,5,1,2,2023-11-13 10:33:46+05:30,2024-01-22 10:12:46+05:30,SCOOTER,1
FKN00GL25107,5,1,1,2023-11-25 11:09:46+05:30,2023-11-26 10:42:46+05:30,SCOOTER,1
FKN00GL25145,5,1,1,2023-11-13 11:46:46+05:30,2024-01-18 11:08:46+05:30,SCOOTER,1
FKN00GL26344,5,1,1,2023-11-12 08:29:46+05:30,2024-01-19 06:43:46+05:30,CAR,1
FKN00GL26363,5,1,1,2023-11-15 10:33:46+05:30,2024-01-14 11:39:46+05:30,SCOOTER,1
FKN00GL26744,5,1,2,2023-11-15 12:07:46+05:30,2023-12-23 11:58:46+05:30,CAR,1
FKN00GL27776,5,1,1,2024-01-07 10:59:46+05:30,2024-01-16 11:27:46+05:30,MOTOR CYCLE,1
FKN00GL28774,5,1,2,2023-11-15 06:39:46+05:30,2023-12-21 06:40:46+05:30,TANKER,1
FKN00GL30527,5,1,1,2023-11-23 04:43:46+05:30,2024-01-18 11:06:46+05:30,SCOOTER,1
FKN00GL30830,5,1,1,2023-11-12 08:42:46+05:30,2023-12-21 08:29:46+05:30,MOTOR CYCLE,1
FKN00GL31034,5,1,1,2023-11-13 10:36:46+05:30,2023-12-18 09:16:46+05:30,SCOOTER,1
FKN00GL3173,5,1,2,2023-11-28 08:38:46+05:30,2024-01-20 10:00:46+05:30,SCOOTER,1
FKN00GL32182,5,1,1,2023-11-13 13:40:46+05:30,2024-01-25 14:47:46+05:30,CAR,1
FKN00GL32589,5,1,1,2023-11-19 05:51:46+05:30,2023-12-22 02:10:46+05:30,SCOOTER,1
FKN00GL33161,5,1,1,2023-11-17 06:06:46+05:30,2023-11-29 09:01:46+05:30,CAR,1
FKN00GL3398,5,1,1,2024-01-16 10:16:46+05:30,2024-02-01 09:39:46+05:30,CAR,1
FKN00GL3458,5,1,1,2023-11-23 10:24:46+05:30,2024-02-01 10:21:46+05:30,LGV,1
FKN00GL3607,5,1,1,2023-11-23 06:42:46+05:30,2024-01-16 10:44:46+05:30,SCOOTER,1
FKN00GL36657,5,1,1,2023-11-21 03:20:46+05:30,2023-12-16 03:56:46+05:30,SCOOTER,1
FKN00GL38689,5,1,1,2023-12-10 10:48:46+05:30,2024-01-31 07:53:46+05:30,SCOOTER,1
FKN00GL39674,5,1,2,2023-12-02 05:31:46+05:30,2024-01-10 06:28:46+05:30,SCOOTER,1
FKN00GL47375,5,1,2,2023-11-12 08:53:46+05:30,2023-12-23 08:40:46+05:30,SCOOTER,1
FKN00GL4743,5,1,1,2023-11-11 02:40:46+05:30,2024-02-01 05:40:46+05:30,CAR,1
FKN00GL48969,5,1,1,2023-12-20 01:16:46+05:30,2024-02-01 01:36:46+05:30,CAR,1
FKN00GL49739,5,1,1,2023-11-11 10:41:46+05:30,2023-11-22 11:53:46+05:30,SCOOTER,1
FKN00GL52512,5,1,1,2023-11-22 09:50:46+05:30,2024-01-28 08:13:46+05:30,PASSENGER AUTO,1
FKN00GL55549,5,1,1,2023-11-19 06:19:46+05:30,2023-12-14 05:49:46+05:30,LGV,1
FKN00GL56375,5,1,1,2023-11-14 09:31:46+05:30,2024-01-20 09:59:46+05:30,SCOOTER,1
FKN00GL5695,5,1,1,2023-12-18 07:52:46+05:30,2024-01-19 03:58:46+05:30,SCOOTER,1
FKN00GL5756,5,1,3,2023-12-15 12:12:46+05:30,2024-01-11 04:20:46+05:30,SCOOTER,1
FKN00GL5758,5,1,1,2023-12-01 06:21:46+05:30,2024-01-11 04:42:46+05:30,MOTOR CYCLE,1
FKN00GL58073,5,1,1,2023-11-14 07:18:46+05:30,2024-01-14 11:19:46+05:30,SCOOTER,1
FKN00GL6006,5,1,1,2023-12-14 09:18:46+05:30,2023-12-27 06:07:46+05:30,SCOOTER,1
FKN00GL64064,5,1,1,2023-12-02 05:20:46+05:30,2024-01-31 04:16:46+05:30,SCOOTER,1
FKN00GL6480,5,1,2,2023-11-15 06:14:46+05:30,2024-01-27 10:01:46+05:30,SCOOTER,1
FKN00GL69386,5,1,1,2023-12-16 04:19:46+05:30,2024-01-05 03:12:46+05:30,SCOOTER,1
FKN00GL7249,5,1,1,2023-11-15 05:52:46+05:30,2023-12-19 07:32:46+05:30,CAR,1
FKN00GL7299,5,1,1,2023-11-14 09:30:46+05:30,2024-01-27 02:06:46+05:30,LGV,1
FKN00GL73560,5,1,1,2023-11-11 06:56:46+05:30,2023-11-29 08:30:46+05:30,SCOOTER,1
FKN00GL8261,5,1,1,2023-12-12 06:10:46+05:30,2024-01-04 08:35:46+05:30,SCOOTER,1
FKN00GL89229,5,1,2,2023-11-16 07:44:46+05:30,2023-12-30 06:58:46+05:30,CAR,1
FKN00GL93455,5,1,1,2023-11-17 10:12:46+05:30,2023-12-29 04:53:46+05:30,MOTOR CYCLE,1
FKN00GL98967,5,1,2,2023-11-29 10:46:46+05:30,2024-01-16 06:13:46+05:30,PASSENGER AUTO,1
