id,st_dbscan_cluster_id,canonical_vehicle_number,canonical_vehicle_type,service_date,created_datetime_ist,created_datetime_ist_naive,prev_created_datetime_ist,gap_minutes,gap_hours,latitude,longitude,junction_name,police_station,severity_score,hotspot_unit
FKID255345,3,FKN00GL202003,CAR,2024-01-21,2024-01-21 09:32:46+05:30,2024-01-21 09:32:46,2024-01-21 09:04:46,28.0,0.4666666666666667,12.9811618,77.6102886,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID253590,3,FKN00GL202134,PASSENGER AUTO,2024-01-21,2024-01-21 09:14:46+05:30,2024-01-21 09:14:46,2024-01-21 09:13:46,1.0,0.016666666666666666,12.9842796,77.6026697,BTP211 - Central Street Junction,Shivajinagar,2,JUNCTION::BTP211 - Central Street Junction
FKID264142,3,FKN00GL202347,PASSENGER AUTO,2024-01-20,2024-01-20 14:00:46+05:30,2024-01-20 14:00:46,2024-01-20 13:56:46,4.0,0.06666666666666667,12.981012,77.6101914,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID254728,3,FKN00GL202950,CAR,2024-01-21,2024-01-21 07:50:46+05:30,2024-01-21 07:50:46,2024-01-21 07:42:46,8.0,0.13333333333333333,12.9816846,77.6081269,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID259329,3,FKN00GL202950,CAR,2024-01-21,2024-01-21 08:05:46+05:30,2024-01-21 08:05:46,2024-01-21 07:50:46,15.0,0.25,12.9815979,77.6082936,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID254730,3,FKN00GL202952,CAR,2024-01-21,2024-01-21 07:51:46+05:30,2024-01-21 07:51:46,2024-01-21 07:45:46,6.0,0.1,12.9815629,77.6084095,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID258803,3,FKN00GL203377,CAR,2024-01-21,2024-01-21 10:55:46+05:30,2024-01-21 10:55:46,2024-01-21 09:32:46,83.0,1.3833333333333333,12.9803655,77.6098777,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID260333,3,FKN00GL204073,CAR,2024-01-21,2024-01-21 11:00:46+05:30,2024-01-21 11:00:46,2024-01-21 09:05:46,115.0,1.9166666666666667,12.9793739,77.6095925,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID258928,3,FKN00GL204266,SCOOTER,2024-01-21,2024-01-21 07:56:46+05:30,2024-01-21 07:56:46,2024-01-21 07:26:46,30.0,0.5,12.9800262,77.6074182,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID259378,3,FKN00GL206147,PASSENGER AUTO,2024-01-21,2024-01-21 10:02:46+05:30,2024-01-21 10:02:46,2024-01-21 09:58:46,4.0,0.06666666666666667,12.981467,77.6084615,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID260329,3,FKN00GL206251,CAR,2024-01-21,2024-01-21 10:54:46+05:30,2024-01-21 10:54:46,2024-01-21 09:32:46,82.0,1.3666666666666667,12.9803936,77.6097496,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID260286,3,FKN00GL206423,CAR,2024-01-21,2024-01-21 10:59:46+05:30,2024-01-21 10:59:46,2024-01-21 09:05:46,114.0,1.9,12.9795773,77.6097093,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID260261,3,FKN00GL206760,CAR,2024-01-21,2024-01-21 11:03:46+05:30,2024-01-21 11:03:46,2024-01-21 10:45:46,18.0,0.3,12.9791356,77.6095134,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID262303,3,FKN00GL208160,CAR,2024-01-15,2024-01-15 07:36:46+05:30,2024-01-15 07:36:46,2024-01-15 07:00:46,36.0,0.6,12.9809546,77.6076569,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID262202,3,FKN00GL208160,CAR,2024-01-15,2024-01-15 08:44:46+05:30,2024-01-15 08:44:46,2024-01-15 07:36:46,68.0,1.1333333333333333,12.9826362,77.6126612,No Junction,Shivajinagar,2,POLICE_STATION::Shivajinagar
FKID268020,3,FKN00GL20874,CAR,2024-01-25,2024-01-25 14:21:46+05:30,2024-01-25 14:21:46,2024-01-25 13:44:46,37.0,0.6166666666666667,12.9809936,77.610074,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID269680,3,FKN00GL213412,CAR,2024-01-26,2024-01-26 14:22:46+05:30,2024-01-26 14:22:46,2024-01-26 12:18:46,124.0,2.066666666666667,12.9796385,77.6098348,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID269954,3,FKN00GL213433,CAR,2024-01-26,2024-01-26 14:18:46+05:30,2024-01-26 14:18:46,2024-01-26 12:17:46,121.0,2.0166666666666666,12.9798614,77.609573,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID182321,3,FKN00GL22258,PASSENGER AUTO,2023-11-23,2023-11-23 14:30:46+05:30,2023-11-23 14:30:46,2023-11-23 12:42:46,108.0,1.8,12.9824213,77.6107957,No Junction,Shivajinagar,2,POLICE_STATION::Shivajinagar
FKID285681,3,FKN00GL224125,CAR,2023-12-24,2023-12-24 10:08:46+05:30,2023-12-24 10:08:46,2023-12-24 09:32:46,36.0,0.6,12.9815817,77.6083467,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID285645,3,FKN00GL224283,CAR,2023-12-24,2023-12-24 11:17:46+05:30,2023-12-24 11:17:46,2023-12-24 11:09:46,8.0,0.13333333333333333,12.9793765,77.6069031,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID164302,3,FKN00GL23892,MOTOR CYCLE,2023-11-18,2023-11-18 07:50:46+05:30,2023-11-18 07:50:46,2023-11-18 04:34:46,196.0,3.2666666666666666,12.9795031,77.6071803,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID182723,3,FKN00GL23892,SCOOTER,2023-11-23,2023-11-23 09:35:46+05:30,2023-11-23 09:35:46,2023-11-23 06:28:46,187.0,3.1166666666666667,12.9796071,77.6070971,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID181021,3,FKN00GL23892,SCOOTER,2023-11-23,2023-11-23 11:56:46+05:30,2023-11-23 11:56:46,2023-11-23 09:35:46,141.0,2.35,12.9795053,77.6072301,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID244256,3,FKN00GL24269,SCOOTER,2024-01-15,2024-01-15 11:43:46+05:30,2024-01-15 11:43:46,2024-01-15 06:20:46,323.0,5.383333333333334,12.9811865,77.6095671,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID204199,3,FKN00GL25107,SCOOTER,2023-11-26,2023-11-26 04:39:46+05:30,2023-11-26 04:39:46,2023-11-26 03:18:46,81.0,1.35,12.9809532,77.6076927,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID203899,3,FKN00GL25107,SCOOTER,2023-11-26,2023-11-26 10:38:46+05:30,2023-11-26 10:38:46,2023-11-26 04:39:46,359.0,5.983333333333333,12.9809494,77.6076913,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID203543,3,FKN00GL25107,SCOOTER,2023-11-26,2023-11-26 10:42:46+05:30,2023-11-26 10:42:46,2023-11-26 10:38:46,4.0,0.06666666666666667,12.9810507,77.6076938,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID223655,3,FKN00GL25145,SCOOTER,2024-01-06,2024-01-06 13:15:46+05:30,2024-01-06 13:15:46,2024-01-06 08:08:46,307.0,5.116666666666666,12.9801341,77.6026859,BTP211 - Central Street Junction,Shivajinagar,2,JUNCTION::BTP211 - Central Street Junction
FKID247582,3,FKN00GL26355,SCOOTER,2024-01-14,2024-01-14 11:19:46+05:30,2024-01-14 11:19:46,2024-01-14 11:02:46,17.0,0.2833333333333333,12.9821698,77.606476,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID163688,3,FKN00GL26363,SCOOTER,2023-11-18,2023-11-18 10:06:46+05:30,2023-11-18 10:06:46,2023-11-18 09:23:46,43.0,0.7166666666666667,12.9822293,77.6065312,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID247575,3,FKN00GL26363,SCOOTER,2024-01-14,2024-01-14 11:39:46+05:30,2024-01-14 11:39:46,2024-01-14 11:10:46,29.0,0.48333333333333334,12.982222,77.6064988,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID250393,3,FKN00GL26377,SCOOTER,2024-01-18,2024-01-18 11:44:46+05:30,2024-01-18 11:44:46,2024-01-18 10:45:46,59.0,0.9833333333333333,12.9812097,77.6095753,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID166273,3,FKN00GL27314,MOTOR CYCLE,2023-11-18,2023-11-18 08:58:46+05:30,2023-11-18 08:58:46,2023-11-18 08:08:46,50.0,0.8333333333333334,12.9832567,77.60934,No Junction,Shivajinagar,2,POLICE_STATION::Shivajinagar
FKID003871,3,FKN00GL2806,SCOOTER,2024-02-01,2024-02-01 11:41:46+05:30,2024-02-01 11:41:46,2024-02-01 08:07:46,214.0,3.566666666666667,12.982186,77.6059147,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID155292,3,FKN00GL2814,SCOOTER,2023-11-11,2023-11-11 12:00:46+05:30,2023-11-11 12:00:46,2023-11-11 08:42:46,198.0,3.3,12.981983,77.6063869,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID178816,3,FKN00GL2814,SCOOTER,2023-12-12,2023-12-12 07:49:46+05:30,2023-12-12 07:49:46,2023-12-12 05:46:46,123.0,2.05,12.9815118,77.6064853,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID004939,3,FKN00GL2817,MOTOR CYCLE,2024-02-01,2024-02-01 11:37:46+05:30,2024-02-01 11:37:46,2024-02-01 08:09:46,208.0,3.466666666666667,12.9819472,77.6063793,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID203170,3,FKN00GL30840,MOTOR CYCLE,2023-11-17,2023-11-17 08:06:46+05:30,2023-11-17 08:06:46,2023-11-17 05:51:46,135.0,2.25,12.9820665,77.6070901,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID155014,3,FKN00GL32518,SCOOTER,2023-11-15,2023-11-15 10:22:46+05:30,2023-11-15 10:22:46,2023-11-15 10:06:46,16.0,0.26666666666666666,12.982143,77.6064939,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID247595,3,FKN00GL32518,SCOOTER,2024-01-14,2024-01-14 11:24:46+05:30,2024-01-14 11:24:46,2024-01-14 09:56:46,88.0,1.4666666666666666,12.9814003,77.606547,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID148534,3,FKN00GL32527,MOTOR CYCLE,2023-11-12,2023-11-12 09:34:46+05:30,2023-11-12 09:34:46,2023-11-12 09:18:46,16.0,0.26666666666666666,12.9809886,77.607631,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID162749,3,FKN00GL32531,SCOOTER,2023-11-17,2023-11-17 07:34:46+05:30,2023-11-17 07:34:46,2023-11-17 05:39:46,115.0,1.9166666666666667,12.9820665,77.6070901,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID148379,3,FKN00GL32651,SCOOTER,2023-11-12,2023-11-12 09:18:46+05:30,2023-11-12 09:18:46,2023-11-12 08:28:46,50.0,0.8333333333333334,12.9818653,77.6062907,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID148525,3,FKN00GL32651,SCOOTER,2023-11-12,2023-11-12 09:34:46+05:30,2023-11-12 09:34:46,2023-11-12 09:18:46,16.0,0.26666666666666666,12.9809886,77.607631,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID147577,3,FKN00GL32683,SCOOTER,2023-11-11,2023-11-11 12:00:46+05:30,2023-11-11 12:00:46,2023-11-11 08:43:46,197.0,3.283333333333333,12.981983,77.6063869,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID247474,3,FKN00GL32683,SCOOTER,2024-01-14,2024-01-14 11:21:46+05:30,2024-01-14 11:21:46,2024-01-14 10:06:46,75.0,1.25,12.9814003,77.606547,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID161813,3,FKN00GL32688,SCOOTER,2023-11-12,2023-11-12 08:51:46+05:30,2023-11-12 08:51:46,2023-11-12 08:28:46,23.0,0.38333333333333336,12.9818829,77.6063006,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID149494,3,FKN00GL3284,PASSENGER AUTO,2023-11-12,2023-11-12 13:25:46+05:30,2023-11-12 13:25:46,2023-11-12 12:12:46,73.0,1.2166666666666666,12.9815469,77.6083355,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID130423,3,FKN00GL33161,CAR,2023-11-28,2023-11-28 09:58:46+05:30,2023-11-28 09:58:46,2023-11-28 07:25:46,153.0,2.55,12.9796559,77.6071104,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID295048,3,FKN00GL33161,CAR,2023-11-29,2023-11-29 09:01:46+05:30,2023-11-29 09:01:46,2023-11-29 05:49:46,192.0,3.2,12.9796037,77.607008,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID183443,3,FKN00GL3514,PASSENGER AUTO,2023-11-24,2023-11-24 10:42:46+05:30,2023-11-24 10:42:46,2023-11-24 07:23:46,199.0,3.316666666666667,12.9814429,77.6102284,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID253769,3,FKN00GL3514,PASSENGER AUTO,2024-01-19,2024-01-19 11:12:46+05:30,2024-01-19 11:12:46,2024-01-19 09:18:46,114.0,1.9,12.9810329,77.6101737,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID254441,3,FKN00GL3514,PASSENGER AUTO,2024-01-19,2024-01-19 14:29:46+05:30,2024-01-19 14:29:46,2024-01-19 11:12:46,197.0,3.283333333333333,12.98152,77.6102274,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID264153,3,FKN00GL35922,PASSENGER AUTO,2024-01-20,2024-01-20 13:47:46+05:30,2024-01-20 13:47:46,2024-01-20 09:47:46,240.0,4.0,12.9812038,77.6105777,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID247569,3,FKN00GL36104,SCOOTER,2024-01-14,2024-01-14 11:19:46+05:30,2024-01-14 11:19:46,2024-01-14 11:10:46,9.0,0.15,12.982222,77.6064988,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID162756,3,FKN00GL37229,MOPED,2023-11-17,2023-11-17 07:47:46+05:30,2023-11-17 07:47:46,2023-11-17 05:26:46,141.0,2.35,12.9810316,77.6077222,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID153108,3,FKN00GL37273,SCOOTER,2023-11-14,2023-11-14 10:34:46+05:30,2023-11-14 10:34:46,2023-11-14 08:31:46,123.0,2.05,12.9809276,77.6078095,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID258963,3,FKN00GL3743,PASSENGER AUTO,2024-01-21,2024-01-21 10:33:46+05:30,2024-01-21 10:33:46,2024-01-21 08:08:46,145.0,2.4166666666666665,12.9809863,77.6102525,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID148344,3,FKN00GL3761,SCOOTER,2023-11-12,2023-11-12 09:21:46+05:30,2023-11-12 09:21:46,2023-11-12 08:27:46,54.0,0.9,12.9818559,77.6063017,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID163907,3,FKN00GL37853,PASSENGER AUTO,2023-11-18,2023-11-18 05:46:46+05:30,2023-11-18 05:46:46,2023-11-18 04:19:46,87.0,1.45,12.9842371,77.603452,BTP211 - Central Street Junction,Shivajinagar,1,JUNCTION::BTP211 - Central Street Junction
FKID172490,3,FKN00GL37853,PASSENGER AUTO,2023-11-18,2023-11-18 06:32:46+05:30,2023-11-18 06:32:46,2023-11-18 05:46:46,46.0,0.7666666666666667,12.9842809,77.6034734,BTP211 - Central Street Junction,Shivajinagar,1,JUNCTION::BTP211 - Central Street Junction
FKID247415,3,FKN00GL39588,CAR,2024-01-14,2024-01-14 10:53:46+05:30,2024-01-14 10:53:46,2024-01-14 10:19:46,34.0,0.5666666666666667,12.9797213,77.6071915,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID162584,3,FKN00GL40076,PASSENGER AUTO,2023-11-17,2023-11-17 07:04:46+05:30,2023-11-17 07:04:46,2023-11-17 07:02:46,2.0,0.03333333333333333,12.9843147,77.6029046,BTP211 - Central Street Junction,Shivajinagar,2,JUNCTION::BTP211 - Central Street Junction
FKID160246,3,FKN00GL40748,SCOOTER,2023-11-16,2023-11-16 11:18:46+05:30,2023-11-16 11:18:46,2023-11-16 05:34:46,344.0,5.733333333333333,12.9808961,77.6076962,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID160219,3,FKN00GL40748,SCOOTER,2023-11-16,2023-11-16 11:30:46+05:30,2023-11-16 11:30:46,2023-11-16 11:18:46,12.0,0.2,12.9816352,77.6080821,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID247593,3,FKN00GL40760,SCOOTER,2024-01-14,2024-01-14 11:23:46+05:30,2024-01-14 11:23:46,2024-01-14 10:05:46,78.0,1.3,12.9814003,77.606547,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID206598,3,FKN00GL45098,PASSENGER AUTO,2023-11-26,2023-11-26 14:42:46+05:30,2023-11-26 14:42:46,2023-11-26 07:46:46,416.0,6.933333333333334,12.9810321,77.610231,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID137348,3,FKN00GL47696,PASSENGER AUTO,2023-12-03,2023-12-03 15:05:46+05:30,2023-12-03 15:05:46,2023-12-03 15:00:46,5.0,0.08333333333333333,12.9810519,77.6100933,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID250391,3,FKN00GL47777,SCOOTER,2024-01-18,2024-01-18 11:44:46+05:30,2024-01-18 11:44:46,2024-01-18 10:45:46,59.0,0.9833333333333333,12.9812097,77.6095753,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID280870,3,FKN00GL49739,SCOOTER,2023-11-22,2023-11-22 11:53:46+05:30,2023-11-22 11:53:46,2023-11-22 07:53:46,240.0,4.0,12.9809767,77.6076821,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID281196,3,FKN00GL49748,SCOOTER,2023-11-23,2023-11-23 08:10:46+05:30,2023-11-23 08:10:46,2023-11-23 06:35:46,95.0,1.5833333333333333,12.9808686,77.6077444,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID182622,3,FKN00GL49748,SCOOTER,2023-11-23,2023-11-23 09:51:46+05:30,2023-11-23 09:51:46,2023-11-23 08:10:46,101.0,1.6833333333333333,12.9809885,77.6076917,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID163845,3,FKN00GL49799,SCOOTER,2023-11-18,2023-11-18 11:44:46+05:30,2023-11-18 11:44:46,2023-11-18 08:17:46,207.0,3.45,12.980788,77.6076484,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID248988,3,FKN00GL49799,SCOOTER,2024-01-18,2024-01-18 13:04:46+05:30,2024-01-18 13:04:46,2024-01-18 10:22:46,162.0,2.7,12.9808888,77.6076446,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID288890,3,FKN00GL50844,PASSENGER AUTO,2023-12-27,2023-12-27 07:08:46+05:30,2023-12-27 07:08:46,2023-12-27 07:06:46,2.0,0.03333333333333333,12.9803787,77.6027792,BTP211 - Central Street Junction,Shivajinagar,2,JUNCTION::BTP211 - Central Street Junction
FKID269294,3,FKN00GL51898,PASSENGER AUTO,2024-01-27,2024-01-27 13:00:46+05:30,2024-01-27 13:00:46,2024-01-27 10:30:46,150.0,2.5,12.9815038,77.6085289,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID203541,3,FKN00GL52785,MOTOR CYCLE,2023-11-26,2023-11-26 10:42:46+05:30,2023-11-26 10:42:46,2023-11-26 10:38:46,4.0,0.06666666666666667,12.9811047,77.6077161,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID158528,3,FKN00GL56080,SCOOTER,2023-11-23,2023-11-23 08:11:46+05:30,2023-11-23 08:11:46,2023-11-23 07:04:46,67.0,1.1166666666666667,12.9808699,77.6077352,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID182602,3,FKN00GL56080,SCOOTER,2023-11-23,2023-11-23 09:52:46+05:30,2023-11-23 09:52:46,2023-11-23 08:11:46,101.0,1.6833333333333333,12.9806261,77.6076035,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID177731,3,FKN00GL56080,SCOOTER,2023-12-11,2023-12-11 11:50:46+05:30,2023-12-11 11:50:46,2023-12-11 05:31:46,379.0,6.316666666666666,12.9811057,77.6077386,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID242917,3,FKN00GL56080,SCOOTER,2024-01-14,2024-01-14 12:37:46+05:30,2024-01-14 12:37:46,2024-01-14 11:48:46,49.0,0.8166666666666667,12.9809167,77.6076369,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID165238,3,FKN00GL56087,SCOOTER,2023-11-19,2023-11-19 12:44:46+05:30,2023-11-19 12:44:46,2023-11-19 04:50:46,474.0,7.9,12.9809611,77.6076634,BTP051 - Safina Plaza Junction,Shivajinagar,5,JUNCTION::BTP051 - Safina Plaza Junction
FKID217689,3,FKN00GL56456,PASSENGER AUTO,2024-01-01,2024-01-01 11:32:46+05:30,2024-01-01 11:32:46,2024-01-01 10:54:46,38.0,0.6333333333333333,12.9839806,77.6035204,BTP211 - Central Street Junction,Shivajinagar,2,JUNCTION::BTP211 - Central Street Junction
FKID298010,3,FKN00GL57343,PASSENGER AUTO,2023-11-27,2023-11-27 15:30:46+05:30,2023-11-27 15:30:46,2023-11-27 14:46:46,44.0,0.7333333333333333,12.9821038,77.6105363,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID159326,3,FKN00GL58024,SCOOTER,2023-11-16,2023-11-16 07:26:46+05:30,2023-11-16 07:26:46,2023-11-16 03:57:46,209.0,3.4833333333333334,12.9809943,77.6076968,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID168558,3,FKN00GL58024,SCOOTER,2023-11-19,2023-11-19 11:47:46+05:30,2023-11-19 11:47:46,2023-11-19 11:43:46,4.0,0.06666666666666667,12.9809889,77.6077136,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID178498,3,FKN00GL58024,SCOOTER,2023-11-20,2023-11-20 08:47:46+05:30,2023-11-20 08:47:46,2023-11-20 08:22:46,25.0,0.4166666666666667,12.9810569,77.6077689,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID168178,3,FKN00GL58024,SCOOTER,2023-11-20,2023-11-20 11:25:46+05:30,2023-11-20 11:25:46,2023-11-20 08:47:46,158.0,2.6333333333333333,12.9809821,77.6076642,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID203043,3,FKN00GL58024,SCOOTER,2023-11-23,2023-11-23 08:01:46+05:30,2023-11-23 08:01:46,2023-11-23 06:34:46,87.0,1.45,12.9806949,77.6074762,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID182590,3,FKN00GL58024,SCOOTER,2023-11-23,2023-11-23 09:55:46+05:30,2023-11-23 09:55:46,2023-11-23 08:01:46,114.0,1.9,12.9809885,77.6076917,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID160223,3,FKN00GL58798,PASSENGER AUTO,2023-11-17,2023-11-17 05:04:46+05:30,2023-11-17 05:04:46,2023-11-17 05:02:46,2.0,0.03333333333333333,12.9843727,77.6025201,BTP211 - Central Street Junction,Shivajinagar,1,JUNCTION::BTP211 - Central Street Junction
FKID163439,3,FKN00GL58798,PASSENGER AUTO,2023-11-17,2023-11-17 05:21:46+05:30,2023-11-17 05:21:46,2023-11-17 05:04:46,17.0,0.2833333333333333,12.983838,77.603476,BTP211 - Central Street Junction,Shivajinagar,1,JUNCTION::BTP211 - Central Street Junction
FKID140971,3,FKN00GL60902,SCOOTER,2023-11-18,2023-11-18 11:57:46+05:30,2023-11-18 11:57:46,2023-11-18 10:46:46,71.0,1.1833333333333333,12.9813033,77.6090833,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
